Tipo|Medio General|Medio Específico|Título|Resumen|Fecha Emisión|Valorización|Cm2|Duración|Página|Personajes|Candidatos 2016|Tono|Mes Emisión
Medio Impreso|La República|La República - Suplemento Domingo|Promesas 2016 - Renato Cisneros|Ver de una vez por todas «El Despertar de la Fuerza» y dejar de sufrir los comentarios sembrados en las redes por maliciosos spoilers que no se compadecen de los fans de «Star Wars» que no hemos podido ver aún el nuevo episodio de la saga. He leído por ahí que muere Han Solo. Espero que se trate de una broma. Festejar con moderación los cuarenta años de mi nacimiento y, al hacerlo, colgar simbólicamente los chimpunes de los viejos desbandes con que antes solía homenajear esa efeméride. Casarme con Natalia delante de un código civil y, dos días después, delante de una gran cruz, y bailar el vals con empeñoso decoro frente a los invitados, y luego brindar con ellos y allí sí ahondar en los excesos con que es menester celebrar los acontecimientos felices que uno juzga definitivos. No votar por Keiko, ni por Alan, ni por Acuña, ni por Urresti, ni por Toledo, ni por Ántero, ni por Belmont, ni por Gregorio Santos, ni por Yehude, ni por Reggiardo, ni por Nano, ni por Julio Guzmán, ni por Verónika Mendoza, ni por los otros pitufos. Ni en primera ni en segunda vuelta.|27/12/2015|2549.04|817.44|0|23|Renato Cisneros|Yehude Simon Munaro|Negativo|2015-12
Medio Impreso|La República|La República|Vilcatoma quería irse con Simon|El ex regidor de Lima Edwin Espinoza reveló que la ex procuradora Yeni Vilcatoma fue hasta el Partido Humanista Peruano y le propuso a Yehude Simón ser su candidata presidencial 2016. Sin embargo, la ’chotearon’ y le propusieron ir al Congreso, pero la luchadora contra la corrupción prefirió irse al equipo de Keiko Fujimori. La ex procuradora se las sabe todas.|22/12/2015|180.22|37.88|0|10|Edwin Espinoza|Yehude Simon Munaro|Neutro|2015-12
Radio|Exitosa|Rosana Cueva en Exitosa|Entrevista al congresista Josué Gutiérrez (Exitosa)|.Enlace telefónico. El congresista nacionalista Josué Gutiérrez indicó que su partido decidió integrar a Susana Villarán a la lista presidencial de su candidato Daniel Urresti debido que contribuirá al plan de gobierno que presentarán a la población peruana y de esta manera continuar con el plan de “la gran transformación”. Según señaló la exalcaldesa metropolitana también recibió la invitación de unirse al partido de César Acuña y de Yehude Simon, sin embargo, decidió unirse a las filas nacionalistas.|21/12/2015|1474.2||780||Josue Manuel Gutiérrez Cóndor|Yehude Simon Munaro|Neutro|2015-12
Medio Impreso|Exitosa|Exitosa Diario|Jorge Villena - Tuit|Nano Guerra crea nueva modalidad de transfuguismo, cambiar de partido ANTES de ser candidato Yehude esta furioso por haber sido superado.|24/12/2015|149.52|20.96|0|19|Jorge Rafael Villena Larrea|Yehude Simon Munaro|Neutro|2015-12
Web|Perú 21|peru21.pe|US$10 mil millones menos - Aldo Mariátegui|(...) - Nano era mejor candidato que Yehude. ¡Torpes! Y como bien apuntan varios colegas, a la congresista roja Rosa Mavila no le importó que Yehude esté metido en el “Baguazo” para ahora integrar su plancha. Esos son los principios de los rojos… Como la moralizadora Verónika Mendoza, cuyo órgano de propaganda es el diario del padre de Belaunde Lossio, acusado de estar implicado con este.|16/12/2015|1874.83||0||Aldo Mariátegui Bosse|Yehude Simon Munaro|Negativo|2015-12
Web|La República|larepublica.pe|Cambalache - Nelson Manrique|El epicentro de la descomposición política en curso está constituido por el entorno de los colaboradores que rodearon a Susana Villarán en su gestión edil y en la lucha contra la revocatoria. En una breve enumeración destacan los casos de Nano Guerra García, propuesto por Villarán como candidato presidencial de Fuerza Social el 2011, que emigró primero al Partido Humanista de Yehude Simon, para luego recalar como candidato presidencial en el partido de Luis Castañeda Lossio, precisamente uno de los artífices del intento de revocatoria. Vladimiro Huaroc, ex-presidente de Fuerza Social, el partido fundado por Villarán, decidió incorporarse al equipo de Keiko Fujimori. Anel Townsend, dirigente en la campaña contra la revocatoria, se incorporó al partido de César Acuña (Yehude Simon afirmó en Twitter que Susana Villarán lo invitó a sumarse a este proyecto, y su afirmación no ha sido desmentida). Ahora se vocea la incorporación de Susel Paredes y Augusto Rey al partido de PPK. Ya ellos se encargarán de negarlo o confirmarlo.|29/12/2015|1014.43||0||Nelson Manrique|Yehude Simon Munaro|Neutro|2015-12
Radio|Exitosa|Nicolás Lucar en Exitosa|Rosa Mavila comentó sobre financiamiento de partidos (Exitosa)|Entrevista. La parlamentaria Rosa Mavila comentó sobre su inclusión como posible candidata a vicepresidenta en la plancha de Yehude Simon. En principio, opinó sobre la necesidad de avanzar en la rendición de cuentas, transparencia y financiamiento público de los partidos para evitar que personajes con dinero ejerzan un marketeo político dejando de lado el debate. Aseguró que hace tiempo la Onpe dio cuenta de personajes con antecedentes económicos o que hayan negado aportar a un grupo.|16/12/2015|1088.64||576||Rosa Mavila León|Yehude Simon Munaro|Positivo|2015-12
Televisión|RPP|RPP NOTICIAS - EDICIÓN MAÑANA |Rosa Mavila se pronuncia por excarcelación de alias “Caracol” (RPP TV)|Entrevista. La congresista Rosa Mavila explicó cuales son los requisitos para que un interno salga de la cárcel por un beneficio penitenciario. Respecto al caso de alias “Caracol”, sostuvo que no entiende como esta persona que se sabía que era un faite ha podido acogerse a este beneficio. Aseveró que el ministro del Interior, José Pérez Guadalupe, y el jefe del Inpe, Julio Magán, deben saber quien es “Caracol”. Finalmente, Mavila reveló que ha aceptado la invitación de Yehude Simon para formar parte de su plancha presidencial.|18/12/2015|2996.76||678||Rosa Mavila León|Yehude Simon Munaro|Neutro|2015-12
Web|La República|larepublica.pe|Sobre las “planchas”-Martín Tanaka|De un lado, distinguiría las alianzas partidarias de los “jales” individuales. Las primeras, por basarse en lógicas colectivas, tienen un carácter ligeramente más institucional. Digo ligeramente porque algunas son puramente oportunistas, como la de Solidaridad Nacional con Unión por el Perú, o la de Restauración Nacional con Alianza para el Progreso. Otras son fruto de un interés entendible, pero difícil de justificar, como la del APRA y el PPC. García busca relanzar una candidatura que no despega apoyándose en el aura de republicanismo que vagamente puede reconocerse todavía en el PPC, mientras que para este de lo que se trata es de simplemente subsistir, en un contexto en el que otros (Pero Pablo Kuczynski) no quisieron recibirlos.|27/12/2015|1014.43||0||Martín Tanaka|Yehude Simon Munaro|Neutro|2015-12
Medio Impreso|Perú 21|Perú 21|US$10 Mil millones menos - Aldo Mariátegui|Exportamos US$42.5 mil millones en el 2013 y este año no llegaremos a los US$33 mil millones. ¿Algún candidato presidencial nos habla de cómo remontar esta destrucción colosal de riqueza, en gran medida culpa del bloqueo de la izquierda a la minería?. (...) ¿Por qué siempre pagamos los mismos tontos y no los Acuñas, Lunas, etc...? Nano era mejor candidato que Yehude. ¡Torpes! Y como bien apuntan varios colegas, a la congresista roja Rosa Mavila no le importó que Yehude esté metido en el ""Baguazo"" para ahora integrar su plancha. Esos son los principios de los rojos... como la moralizadora Verónika Mendoza, cuyo órgano de propaganda es el diario del padre de Belaunde Lossio, acusado de estar implicado con este.|16/12/2015|1766.47|176.68|0|13|Aldo Mariátegui Bosse|Yehude Simon Munaro|Negativo|2015-12
Televisión|Willax|Desayunos de Correo |Sunedu debería intervenir y fiscalizar las universidades de César Acuña (Willax)|El congresista Carlos Bruce señaló que la Sunedu debería intervenir y fiscalizar las universidades de César Acuña, candidato de Alianza para el Progreso (APP) ya que según dijo, estaría utilizando estos centros de estudios con fines políticos. .Por su parte, César Acuña señaló que no conoce a los aportantes de su partido. .En tanto, Rosa Mavila dijo que le gustaría ser la vicepresidenta de la República por el Partido Humanista de Yehude Simon..De otro lado, Julia Teves señaló que el 18 o 19 de diciembre se hará oficial la candidatura de Daniel Urresti por el Partido Nacionalista..El congresista Héctor Becerril dijo que sus pares deberían esperar para ver que fujimoristas acompañarán la lista de su lideresa Keiko Fujimori.|16/12/2015|4096||512||Rosa Mavila León|Yehude Simon Munaro|Positivo|2015-12
Medio Impreso|Del País|Del País|El sesgado análisis de la izquierda - Iván Arenas|La incorporación de Susana Villarán a la plancha del candidato nacionalista, Daniel Urresti, ha sorprendido a tirios y troyanas. (...) Ella nunca entendió que el mundo popular es más grande que sus construcciones ideológicas, y que el cemento y el ladrillo es urgencia en los conos y asentamientos humanos de una Lima que colapsa sin obra pública. Por allí se explica el estrepitoso fracaso de Villarán y el rotundo éxito de un alcalde constructor como Castañeda.|24/12/2015|1098|300.18|0|4|Iván Arenas|Yehude Simon Munaro|Neutro|2015-12
Medio Impreso|Del País|Del País|Yehude Simon candidato del Partido Humanista|El congresista Yehude Simon Munaro confirmó que será candidato presidencial del Paritdo Humalista, tras la ruptura del acuerdo con el empresario Hernando Guerra García.|14/12/2015|1654.32|452.05|0|2|Hernando Guerra García |Yehude Simon Munaro|Negativo|2015-12
Web|Perú 21|peru21.pe|Pásame tu plancha - Alfredo Ferrero|Frente Amplio, de Verónika Mendoza, está con el padre Arana y Alan Fairlie. La izquierda va desunida. El partido de gobierno va con el ex ministro Urresti y su gran sorpresa, Susana Villarán. Solidaridad, que parecía no que presentaba plancha, va con Nano Guerra García, que iba a lanzarse por el Partido Humanista de Yehude, y con el congresista José Luna, que tiene los recursos y movilizaciones partidarias. Acción Popular intentará sorprender con Alfredo Barnechea, hombre de gran preparación, acompañado por el congresista Víctor Andrés García Belaunde y Edmundo del Águila. Otras planchas intentarán el milagro con poca opción.|24/12/2015|1874.83||0||Alfredo Ferrero Diez-Canseco|Yehude Simon Munaro|Positivo|2015-12
Web|La República|larepublica.pe|Perú Wars: El Despertar a la Fuerza - Marco Sifuentes|–Alfredo Barnechea tiene suficientes contactos en los medios como para obtener valiosos minutos de exposición en televisión. Si hay un nicho de votantes que busca a alguien que “hable bonito” pero no quiere votar por el candidato de los narcoindultos, aquí tiene a su hombre. La verdad, si lo pusieran a debatir con gente como Acuña, Barnechea quedaría como Churchill. Con un equipo de campaña sólido, también podría pasar la valla.|23/12/2015|1014.43||0||Marcos Sifuentes|Yehude Simon Munaro|Neutro|2015-12
Medio Impreso|La República|La República|Cambalache - Nelson Manrique|El travestismo político de las últimas semanas es un momento notable de la crisis de representación que el Perú afronta desde los años 90. En la izquierda se vive el cierre, muy mal procesado, de un ciclo generacional. Por un lado, se ha agotado el impulso de la generación que formó la Izquierda Unida en los 80, después de 25 años de intentos infructuosos de “refundar” la izquierda. Por otro, emerge una nueva generación de dirigentes que mantienen lazos tenues con la generación anterior, cuyos integrantes están entre los 25 y 35 años, en que las mujeres tienen una participación muy destacada: Verónika Mendoza, Marisa Glave, Sigrid Bazán, Claudia Cisneros, y más. (...) El epicentro de la descomposición política en curso está constituido por el entorno de los colaboradores que rodearon a Susana Villarán en su gestión edil y en la lucha contra la revocatoria. En una breve enumeración destacan los casos de Nano Guerra García, propuesto por Villarán como candidato presidencial de Fuerza Social el 2011, que emigró primero al Partido Humanista de Yehude Simon, para luego recalar como candidato presidencial en el partido de Luis Castañeda Lossio, precisamente uno de los artífices del intento de revocatoria. Vladimiro Huaroc, ex-presidente de Fuerza Social, el partido fundado por Villarán, decidió incorporarse al equipo de Keiko Fujimori. Anel Townsend, dirigente en la campaña contra la revocatoria, se incorporó al partido de César Acuña (Yehude Simon afirmó en Twitter que Susana Villarán lo invitó a sumarse a este proyecto, y su afirmación no ha sido desmentida). Ahora se vocea la incorporación de Susel Paredes y Augusto Rey al partido de PPK. Ya ellos se encargarán de negarlo o confirmarlo.|29/12/2015|3594.34|428.44|0|5|Nelson Manrique|Yehude Simon Munaro|Neutro|2015-12
Medio Impreso|Perú 21|Perú 21|Alditus was right! - Aldo Mariátegui|-¿Qué hace la campeona de la ética y los derechos humanos Susana Villarán al lado del presunto “capitán Arturo” (Daniel Urresti) en una lista presidencialista que representa al oficialismo del presunto “capitán Carlos” (Ollanta Humala)? ¿Con qué cara Villarán tilda ahora de “traidor” a Huaroc por figurar en la plancha de Keiko? ¡(...) ¿Qué hace una roja supuestamente consecuente como Rosa Mavila aliada con Yehude “Baguazo” Simon, divisionista de la izquierda y ex aliado aprista, ppkausa y toledista, amén de preso por vínculos con el MRTA? ¿Qué hace el maoísta de Patria Roja Gregorio Santos de aliado del fonavista Andrés .(...) ¿Qué hace un religioso como el pastor Lay al lado de un tipo como Acuña? ¿Tan desesperado está Solidaridad para no ir a la baja que recurre al recién choteado ‘Nano’? ¿Reggiardo, Barnechea, Guzmán, Pancho Diez Canseco y Popy creen de verdad que tienen alguna chance? ¿De dónde ha sacado Popy ese extravagante corte de pelo medieval?|22/12/2015|1726.32|172.73|0|17|Aldo Mariátegui Bosse|Yehude Simon Munaro|Negativo|2015-12
Web|Perú 21|peru21.pe|Alfredo Ferrero: La danza de las alianzas|(...) Acuña incorporó como aliados electorales a algunos movimientos regionales y Somos Perú (Andrade). El PPC (en crisis) viene coqueteando con el Apra hace tiempo: Alan y Lourdes bailando marinera y lanzándose piropos. Parece que Lourdes irá a la vicepresidencia, podrían ser un cogobierno. Alan perdió a Kouri (Chim Pum Callao) en este juego de alianzas. Creo que el Apra y el PPC pueden complementarse bien. ¿Alcanzará?..Varios van solos. Los que tienen opción de pasar a segunda vuelta son Keiko y PPK. Keiko viene trabajando con jóvenes profesionales, nuevos en política, tratando de darle otra cara a su movimiento, pero la experiencia en política también es valiosa, la mixtura es lo ideal. PPK, tras su experiencia de alianza con Acuña, Yehude y PPC, ha preferido fortalecer su partido.|17/12/2015|1874.83|605.58|0||Alfredo Ferrero Diez-Canseco|Yehude Simon Munaro|Neutro|2015-12
Web|Perú 21|peru21.pe|Alditus was right! - Aldo Mariátegui|(...) Sigamos con las arcadas como cancha: ¿qué hace un rojo de toda la vida como Huaroc con Keiko? ¿Qué hace una roja supuestamente consecuente como Rosa Mavila aliada con Yehude “Baguazo” Simon, divisionista de la izquierda y ex aliado aprista, ppkausa y toledista, amén de preso por vínculos con el MRTA? ¿Qué hace el maoísta de Patria Roja Gregorio Santos de aliado del fonavista Andrés Alcántara después de que este maltrató así al siomista García Núñez y todo ese sector de viejos de la izquierda? ¿Qué hace Lourdes Flores al lado de Alan después de que ella, a comienzos de los 90, probara todas las acusaciones contra este por BCCI, Mirages, etc…? ¿Qué hace un jurista respetable como Marco Ibazeta de compañero de fórmula de Belmont? ¿Qué hace un religioso como el pastor Lay al lado de un tipo como Acuña? ¿Tan desesperado está Solidaridad para no ir a la baja que recurre al recién choteado ‘Nano’? ¿Reggiardo, Barnechea, Guzmán, Pancho Diez Canseco y Popy creen de verdad que tienen alguna chance? ¿De dónde ha sacado Popy ese extravagante corte de pelo medieval?|22/12/2015|1874.83||0||Aldo Mariátegui Bosse|Yehude Simon Munaro|Negativo|2015-12
Medio Impreso|Perú 21|Perú 21|Pásame tu plancha - Alfredo Ferrero|Se anunciaron 17 planchas con posibilidades de ser 19 o 20 hasta el 11 de enero que se inscriben para las elecciones 2016, algunas llegan con sorpresas y otras ya anticipadas. Keiko escogió al ex ministro de Agricultura de su padre y exitoso agroexportador, y a Vladimiro Huaroc (...) PPK va con la anticipada inclusión a la segunda vicepresidencia de Mercedes Aráoz, ex ministra aprista (...) Alan con su nueva aliada, Lourdes Flores (...) Acuña lleva a su reciente incorporación, Anel Townsend (...) Toledo acompañado por dos peruposibilistas –que no quedan muchos–, Marcial Ayaipoma y la ex ministra Carmen Omonte. (...) Frente Amplio, de Verónika Mendoza, está con el padre Arana y Alan Fairlie. (...) El partido de gobierno va con el ex ministro Urresti y su gran sorpresa, Susana Villarán. Solidaridad, que parecía no que presentaba plancha, va con Nano Guerra García que iba a lanzarse por el Partido Humanista de Yehude (...) Acción Popular intentará sorprender con Alfredo Barnechea.|24/12/2015|1405.15|164.45|0|8|Alfredo Ferrero Diez-Canseco|Yehude Simon Munaro|Neutro|2015-12
Radio|Radio San Borja|San Borja Noticias - Edición Matinal|Entrevista a la congresista Rosa Mavila (San Borja)|Entrevista. La congresista Rosa Mavila comentó la sentencia a la mujer que agredió al policía en el aeropuerto Jorge Chávez y sostuvo que “esta bien en parte”, sin embargo considera que es un poco excesiva. Señaló que los jueces deben equilibrar los “factores de ponderación. Con respecto a la decisión de la exalcaldesa Susana Villarán -de integrarse a la plancha presidencial del nacionalismo-, manifestó que desde su punto de vista ha hecho una “pésima apuesta política”, pues no tiene impresión del desgarre del oficialismo. Mavila aseveró que el ciudadano no se debe dejar llevar por el talento de palabra que tienen los candidatos. Sobre la candidata Keiko Fujimori, cuestionó qué tiene que decir de sus integrantes de plancha electoral, por su pasado vinculado a la corrupción. Se refirió también a la posición del candidato Yehude Simon y recalcó que como grupo político no buscan gobernar sin sentido, pues todos tienen la experiencia.|21/12/2015|942.67||881||Rosa Mavila León|Yehude Simon Munaro|Positivo|2015-12
Medio Impreso|Diario Uno|Diario Uno|Verónika es la opción de la izquierda|La ex regidora limeña, Marisa Glave descartó ayer que pueda hablarse en rigor de que haya dispersión de la izquierda en la campaña electoral, pues Verónika Mendoza, del Frente Amplio, es claramente la candidata del cambio, de la renovación de la política y de la izquierda en el proceso electoral en marcha. (...) Se refirió tácitamente a Susana Villarán, candidata a la vicepresidencia del nacioalista Daniel Urresti: Vladimiro Huaroc que se encuentran en las filas de Keiko Fujimori. Glave citó el caso de Urresti y subrayo que no puede ninguna manera ser considera candidato de izquierda o pregresista, pues representa a un gobierno caracterizado por la influencia decisiva del Ministerio de Economía.|27/12/2015|9637.14|585.93|0|3|Marisa Glave Remy|Yehude Simon Munaro|Neutro|2015-12
Medio Impreso|La República|La República|Perú Wars: El Despertar a la Fuerza - Marco Sifuentes|¿Ya pasaron las náuseas, Perú? ¿O todavía seguimos contemplando con estupor ese chocolateo de lealtades, ese festival de traiciones, esa radiografía del subdesarrollo también conocida como la lista de las 17 planchas de candidatos a la presidencia y vicepresidencia de nuestro país? Más allá del gravol, veamos algunas conclusiones en borrador. –Algo inédito: hasta los pitufos son parte del elenco estable. No hay (casi) pitufos desconocidos. Belmont, Yehude, Nano, Ántero, Goyo, Barnechea o Urresti son personajes que tranquilamente podrían obtener 2%. No les serviría, por supuesto, para pasar la valla del 5%. Así, la mayor amenaza para Keiko Fujimori, en la primera vuelta, no se encuentra en ninguno de los otros 16 candidatos. Estos saben que 1) no tienen forma de desplazarla y 2) les convendría más jugar a ser el mal menor ante Keiko en la segunda vuelta.|23/12/2015|2452.21|292.79|0|5|Marcos Sifuentes|Yehude Simon Munaro|Neutro|2015-12
Medio Impreso|Exitosa|Exitosa Diario|Guerra García renuncia a precandidatura presidencial|El empresario Hernando Guerra García desistió de su precandidatura presidencial por el Partido Humanista Peruano (PHP), luego de que esta agrupación decidiera, en asamblea de delegados, colocar en ese cargo a su líder Yehude Simon..|14/12/2015|2996.63|370.94|0|5|Hernando Guerra García |Yehude Simon Munaro|Negativo|2015-12
