Tipo|Medio General|Medio Específico|Título|Resumen|Fecha Emisión|Valorización|Cm2|Duración|Página|Personajes|Candidatos 2016|Tono|Mes Emisión
Televisión|Canal N|N Portada|Congresistas Abugattás y Salgado opinaron sobre anunciadas alianzas con miras a elecciones del 2016 (Canal N)|El Partido Aprista se aliará con el Partido Popular Cristiano y Vamos Perú para las elecciones del 2016. El líder aprista Alan García dijo querer que Lourdes Flores integre su plancha. Por su parte, Alianza Para el Progreso irá en alianza con Somos Perú y Restauración Nacional. .La congresista de Fuerza Popular Luz Salgado dijo que no hay objetivos programáticos e ideológicos que unan al Apra con el PPC y que la finalidad de esta última agrupación es salvar la valla electoral. Refiriéndose a la situación del Partido Nacionalista, la congresista fujimorista dijo que los ministros de Economía y Trabajo no se pronuncian ante la situación difícil en el plano económico..Por su parte, el congresista nacionalista Daniel Abugattás señaló que las alianzas políticas desinstitucionalizan la política. En otro momento, señaló que la alianza entre el PPC y el Apra consolidaría la posición de estos partidos como de “extrema derecha”. .Durante el diálogo, la congresista Luz Salgado se refirió a las conversaciones para alianzas que habría sostenido Somos Perú con Pedro Pablo Kuczynski y con César Acuña. También comentó que Lourdes Flores fue maltratada por Alan García y que a muchos pepecistas no les debe gustar la alianza que se anuncia. Por su parte, Abugattás afirmó que Keiko Fujimori se ha “robado” varias de las propuestas del plan de la Gran Transformación y añadió que César Acuña quedaría como el “candidato del pueblo”. Al final del diálogo se presentaron caricaturas políticas sobre César Acuña, Keiko Fujimori, Alan García, Alejandro Toledo.|11/12/2015|14224||1016||Daniel Abugattás Majluf|Keiko Fujimori Higuchi|Neutro|2015-12
Televisión|RPP|Central de Informaciones |Congresista Cuculiza aclaró que Keiko Fujimori sacará a su padre de prisión usando la vía legal (RPP TV)|La congresista Luisa María Cuculiza señaló que, cuando habló sobre la posibilidad de que Keiko Fujimori libere a su padre Alberto Fujimori, no se refería a un indulto sino a la vía legal que inclusive podría llegar a instancias internacionales.|17/12/2015|344.76||78||Luisa María Cuculiza Torre|Keiko Fujimori Higuchi|Positivo|2015-12
Medio Impreso|El Comercio|El Comercio Cuerpo A|Naranja exprimida|Keiko Fujimori anunció que tres de los congresistas más cercanos al encarcelado expresidente Alberto Fujimori no estarán en su lista parlamentaria. Analistas políticos consideran que esta decisión se tomó pensando en la segunda vuelta. En conferencia de prensa, Fujimori Higuchi anunció los resultados de la evaluación que una comisión de su partido llevó a cabo en los úlumos meses para determinar quiénes debíanir a la reelección. De los 34 congresistas que integran su bancada, 18 no buscarán una curul en las próximas elecciones, algunos por decisión propia y otros por recomendación.|30/12/2015|10647.34|1658.92|0|2|Alfredo Torres Guzmán|Keiko Fujimori Higuchi|Neutro|2015-12
Web|Semana Económica|semanaeconomica.com|Keiko Fujimori: José Chlimper y Vladimiro Huaroc irán en su plancha presidencial|Chlimper fue ministro de Agricultura de Alberto Fujimori y Huaroc es exjefe de la oficina de diálogo de la PCM y exmilitante de Fuerza Social...Keiko Fujimori oficializó su plancha presidencial para las elecciones del próximo año en un mitin en Comas. “Esta plancha representa el conocimiento de la realidad, sumado a la gran experiencia que me está dando. Compartimos su visión de querer cambiar el país”, dijo en su discurso.|21/12/2015|103.45|75.17|0||José Chlimper Ackerman|Keiko Fujimori Higuchi|Positivo|2015-12
Medio Impreso|Perú 21|Perú 21|Keiko va a ganar liderazgo - Enrique Castillo|Keiko Fujimori no tenía alternativa. Su padre Alberto y su hermano Kenji la pusieron en una situación muy difícil y no hacer lo que ha hecho habría significado claudicar en un liderazgo que quiere mostrar para que la gente crea que puede conducir la presidencia. (...) Keiko Fujimori va a perder muy poco y es más lo que va a ganar, porque va a demostrar que el liderazgo lo tiene ella, por encima del padre y del hermano.|30/12/2015|676.87|79.5|0|4|Enrique Castillo Paredes|Keiko Fujimori Higuchi|Positivo|2015-12
Medio Impreso|El Chino|El Chino|PPK no despega en el interior|El líder de Peruanos por el Kambio, Pedro Pablo Kuczynski, no ha crecido en el interior del país como para competir seriamente con Keiko Fujimori (Fuerza Popular) en el interior del país, afirmo el analista Steven Levitsky.|26/12/2015|512.46|108.27|0|5|Steven Levitsky|Keiko Fujimori Higuchi|Neutro|2015-12
Medio Impreso|El Comercio|El Comercio Cuerpo A|Adiós a los 90 - Diana Seminario Marón|Las campañas electorales tienen momentos claves que suelen definir resultados, cambiar la historia o ratificar una tendencia. Quizá actualmente estamos siendo testigos de una de estas situaciones en la tienda de Fuerza Popular (FP). La formación de la lista al Parlamento ha generado una suerte de crisis en el partido de Keiko Fujimori, pues la intención de la presidenta de Fuerza Popular sería prescindir de congresistas como Martha Chávez, Luisa María Cuculiza, Luz Salgado y Alejandro Aguinaga, lo que ha generado las protestas de los ‘albertistas’ y del propio Alberto Fujimori, quien en una carta pública se mostró en contra de esta evaluación a algunas de las figuras más visibles de la década del 90.|21/12/2015|6423.63|389.75|0|6|Diana Seminario Marón|Keiko Fujimori Higuchi|Neutro|2015-12
Web|El Comercio|elcomercio.pe|¿Keiko ha roto con el fujimorismo?, por Enrique Pasquel|En un intento por romper con el gobierno de su padre, el encarcelado ex mandatario Alberto Fujimori, la candidata presidencial Keiko Fujimori anunció hoy que 18 de los 35 legisladores que integran la bancada Fuerza Popular no postularán a las elecciones del 2016.|29/12/2015|5994.53||0||Enrique Pasquel|Keiko Fujimori Higuchi|Neutro|2015-12
Web|Perú 21|peru21.pe|Cuentistas al 2016 - Juan José Garrido|A la Sra. Anel Townsend le parece suficiente la palabra del Sr. César Acuña. No interesa que existan denuncias –varias– interpuestas por la Sra. Rosa Núñez (ex esposa y madre de tres de los hijos del Sr. Acuña), todas documentadas según su testimonio. Tampoco le interesa que el Sr. Acuña tuvo un hijo con una menor de edad mientras estudiaba en su academia; existió una denuncia de violación sexual, fue retirada, y eso es lo que sabemos. La Sra. Townsend fue ministra de la Mujer, pero, para ella, el interés corre por otro lado.|14/12/2015|1874.83||0||Juan José Garrido|Keiko Fujimori Higuchi|Negativo|2015-12
Medio Impreso|Exitosa|Exitosa Diario|Dio y recibió|La congresista Ana Jara se preguntó en el Twitter sobre el anuncio de Keiko Fujimori: ""Desembarcar a un congresista para su reelección vía telefónica y anunciarlo en conferencia, reservándose otros nombres, ¿guarda las formas?"". Inmediatamente le recordaron cómo se desembarcó a César Villanueva del premierato y a la vicepresidenta Marisol Espinoza del Partido Nacionalista.|30/12/2015|235.49|27.01|0|3|Ana Ethel Del Rosario Jara Velásquez|Keiko Fujimori Higuchi|Neutro|2015-12
Radio|Exitosa|Milagros Leiva en Exitosa |Comentarios del parlamentario Alejandro Aguinaga (Exitosa)|Vía telefónica. El parlamentario Alejandro Aguinaga comentó sobre el desistimiento de la petición de invitar a Keiko Fujimori a la Comisión de Investigación hecha por Heriberto Benítez. En ese aspecto, hizo énfasis en las declaraciones brindadas por Álvaro Gutiérrez respecto a la investigación contra Nadine Heredia.|09/12/2015|1277.64||676||Alejandro Aurelio Aguinaga Recuenco|Keiko Fujimori Higuchi|Positivo|2015-12
Radio|Radio San Borja|Agenda Central|Entrevista al periodista y analista político Iván García Mayer (San Borja)|Entrevista. El periodista y analista político Iván García Mayer se refirió al panorama electoral y señaló que estamos viendo el inicio de una jornada electoral en la que nada está dicho. Explicó que la carta emitida por el expresidente Alberto Fujimori, es un pronunciamiento público con evidente carácter de intención política, ante la evaluación de los congresistas, lo cual, desde su punto de vista es una desautorización a su hija, Keiko Fujimori. Con respecto a la plancha electoral del candidato Pedro Pablo Kuczynski, precisó que es la “plancha residencial con un toque de inclusión”. Asimismo expresó que el problema de PPK “más allá de la plancha, es que no está transmitiendo”. Sobre César Acuña, manifestó que es momento de poner “bajo la lupa”, sus gestiones y los procesos que atraviesa, los cuales eran pocos conocidos. Se refirió también a Alan García y a Lourdes Flores Nano a los cuales calificó como una “fórmula inédita en procesos electorales”|18/12/2015|948.02||886||Iván García Mayer|Keiko Fujimori Higuchi|Negativo|2015-12
Web|Andina|andina.com.pe|Frente Amplio propone debate entre Veronika Mendoza y Keiko Fujimori|El dirigente del Frente Amplio (FA), Pedro Francke, propuso que las candidatas a la presidencia de la República, Keiko Fujimori y Verónika Mendoza, sostengan un debate sobre el derecho de las mujeres y los derechos humanos, a fin de contrastar sus respectivas propuestas...Refirió que Mendoza ha expresado su disposición para debatir con la candidata de Fuerza Popular toda vez que hasta el momento son las únicas mujeres que aspiran a ganar la Presidencia de la República...“Son las dos únicas candidatas presidenciales. Sería interesante un debate entre ambas, hay bastantes diferencias entre ellas, incluso respecto a la visión sobre las mujeres y los temas de derechos humanos (…)”, señaló a la Agencia Andina.|06/12/2015|98.6||0||Pedro Andrés Francke Ballvé|Keiko Fujimori Higuchi|Neutro|2015-12
Televisión|TV Perú|TV Perú Noticias Edición Matinal |Giovana Peña Flor analiza participación de candidatos en CADE2015 (Canal 7)|Entrevista. Giovana Peña Flor, analista político dio cuenta de la última encuesta difundido en Diario Uno, el día viernes, donde Keiko Fujimori tiene una intención de voto aprox. de 33%, Pedro Pablo Kuczynski con 15%, César Acuña con 11%, Alan García con 9% donde actualmente existe un 22% de indecisos que definirán la elección presidencial al 2016. Seguidamente, evaluó la participación de cada candidato en CADE2015, donde destacó el tecnicismo en sus propuestas de Pedro Pablo Kuczynski y la necesidad que tiene Keiko Fujimori de distanciarse del Gobierno de su padre que constituye su mayor activo y pasivo a la vez. .|06/12/2015|15538.75||943||Giovanna Peñaflor Guerra|Keiko Fujimori Higuchi|Neutro|2015-12
Medio Impreso|Diario Uno|Diario Uno|Una jugada|Para Enrique Bernales, la purga en la lista congresal del fujimorismo es una jugada muy inteligente de Keiko, motivada por la necesidad de votos porque hace meses que no sube en las encuestas. ""No me cabe la menor duda que (si gana Keiko) Martha Chávez será ministra de Justicia o tendrá algún alto cargo y Cuculiza será ministra de Inclusión Social|31/12/2015|305.6|32.02|0|2|Enrique Bernales Ballesteros|Keiko Fujimori Higuchi|Negativo|2015-12
Medio Impreso|El Comercio|El Comercio Cuerpo A|Naranja exprimida|Keiko Fujimori anunció que tres de los congresistas más cercanos al encarcelado expresidente Alberto Fujimori no estarán en su lista parlamentaria. Analistas políticos consideran que esta decisión se tomó pensando en la segunda vuelta. En conferencia de prensa, Fujimori Higuchi anunció los resultados de la evaluación que una comisión de su partido llevó a cabo en los úlumos meses para determinar quiénes debíanir a la reelección. De los 34 congresistas que integran su bancada, 18 no buscarán una curul en las próximas elecciones, algunos por decisión propia y otros por recomendación.|30/12/2015|10647.34|1658.92|0|2|Alejandro Aurelio Aguinaga Recuenco|Keiko Fujimori Higuchi|Positivo|2015-12
Medio Impreso|Gestión|Gestión|Iberico pide transparencia, pero no revela sueldo de Favre|El presidente del Congreso, Luis Iberico, indicó que todos los partidos políticos deben dar cuenta de los aportes que reciben durante la campaña electoral. “Esto tiene que manejarse con mucha prudencia para evitar que entre dinero negro, como del narcotráfico”, dijo a la prensa. Sin embargo, cuando fue consultado sobre cuánto dinero pagará César Acuña a su nuevo asesor de campaña, Luis Favre, no quiso revelar la cifra. “No conozco cuánto paga. Esa es parte de la estrategia de los partidos. Tienen derecho a mantener en reserva cierta información (...) Como manda la ley, Alianza Para el Progreso (APP) rendirá en el momento oportuno las cuentas de dónde entra el dinero”, señaló. Esa misma ambigüedad la expresó al comentar la decisión de la Comisión de Fiscalización de no citar a Keiko Fujimori por sus presuntas contribuciones irregulares en el 2011.|11/12/2015|4211.13|330.79|0|28|Luis Carlos Antonio Iberico Nuñez|Keiko Fujimori Higuchi|Neutro|2015-12
Televisión|Panamericana TV|24 Horas (Mediodia)|Alejandro Aguinaga y Martha Chávez respaldan decisión de Keiko de no llevarlos en plancha congresal (Canal 5)|Alejandro Aguinaga y Martha Chávez se pronunciaron sobre la decisión de Keiko Fujimori de no incluirlos en las listas congresales para las próximas elecciones. Ambos señalaron que toman el hecho con calma y que respetarán las decisiones del partido.|30/12/2015|9295||125||Alejandro Aurelio Aguinaga Recuenco|Keiko Fujimori Higuchi|Positivo|2015-12
Radio|Radio San Borja|San Borja|Susana Villarán intentará evitar que Keiko Fujimori gane las próximas elecciones (San Borja)|Titular. Susana Villarán sostuvo que postula por el Partido Nacionalista para evitar que Keiko Fujimori triunfe en las próximas elecciones.|21/12/2015|21.4||20||Susana María del Carmen Villarán de la Puente|Keiko Fujimori Higuchi|Negativo|2015-12
Radio|Exitosa|Exitosa Noticias|Opinión del analista político Juan Carlos Valdivia (Exitosa)|Vía telefónica. El analista político Juan Carlos Valdivia opinó sobre los últimos anuncios realizados en Fuerza Popular. Indicó que según información, la lideresa Keiko Fujimori se habría reunido con los integrantes que no se incluirían en su lista parlamentaria.|29/12/2015|827.82||438||Juan Carlos Valdivia|Keiko Fujimori Higuchi|Neutro|2015-12
Medio Impreso|Extra|Extra|""No hay discriminación a quienes trabajaron en los 90""|Pese a que se había mostrado crítico con la evaluación al interior de Fuerza Popular, el congresista Kenji Fujimori saludó la decisión de Keiko Fujimori de dejar fuera de la lista al Congreso para el 2016 a tres nombres emblemáticos del fujimorismo.|30/12/2015|424|106.97|0|4|Kenji Gerardo Fujimori Higuchi|Keiko Fujimori Higuchi|Positivo|2015-12
Medio Impreso|Exitosa|Exitosa Diario|""No habrá gran transferencia de votos desde el PPC a Alan""|Entrevista a analista político Luis Benavente. - ¿En el caso de Alianza para el Progreso, de César Acuña, ha terminado por aliarse con Somos Perú. /, También se juntan para pasar la valla? Creo que es lo mismo que en el caso del PPC, pues también quieren tener presencia congresal, pero la diferencia con los pepecistas es que Somos Perú no tienen problemas de división. No creo que un representante de Somos Perú integre la plancha presidencial de Acuña, quien es un grande que suma a un pequeño. Acuña está comenzando a generar una expansión centrífuga; se sabe que los partidos nacionales suman votos de regiones y en su caso es al revés. (...) - En el caso de Solidaridad Nacional, parece que han decidido irse con una fujimorista, Luisa María Cuculiza.. Aparentemente han sido ninguneados por PPK. (...) ¿Cómo ve el hecho que personajes progresistas como Vladimiro Huaroc, Anel Townsend y, al parecer, Susana Villarán vayan sumarse a Keiko y Acuña, quienes son vinculados con hechos de corrupción? Es que la izquierda está muy dividida, solo queda una pequeña unidad representada en Verónika Mendoza y que no incluye al sector de Villarán, Nano Guerra, entre otros.|13/12/2015|5756.52|770.67|0|6|Luis Benavente Gianella|Keiko Fujimori Higuchi|Neutro|2015-12
Televisión|RPP|Las 5 de las 7|Entrevista a los analistas políticos Marisa Glave, Cecilia Blume y Pedro Tenorio sobre la guerra en los partidos por curules (RPP TV)|Guerra en los partidos por curules. La politóloga Cecilia Blume comentó que Keiko Fujimori ha aclarado en la CADE que ella es la jefa de su partido y quiere sangre nueva. A su turno, el periodista especializado en temas políticos Pedro Tenorio indicó que esta situación es consecuencia de la relación que Keiko ha forjado con su bancada en los últimos dos años. Luego la analista política Marisa Glave señaló que Luis María Cuculiza en la única que se podría quedar en la lista de Keiko, porque los demás fujimoristas están muy vinculados a la política de su padre.|17/12/2015|4221.1||955||Cecilia Blume Cilloniz|Keiko Fujimori Higuchi|Neutro|2015-12
Televisión|RPP|Las 5 de las 7|Entrevista a los analistas políticos Marisa Glave, Cecilia Blume y Pedro Tenorio sobre la guerra en los partidos por curules (RPP TV)|Guerra en los partidos por curules. La politóloga Cecilia Blume comentó que Keiko Fujimori ha aclarado en la CADE que ella es la jefa de su partido y quiere sangre nueva. A su turno, el periodista especializado en temas políticos Pedro Tenorio indicó que esta situación es consecuencia de la relación que Keiko ha forjado con su bancada en los últimos dos años. Luego la analista política Marisa Glave señaló que Luis María Cuculiza en la única que se podría quedar en la lista de Keiko, porque los demás fujimoristas están muy vinculados a la política de su padre.|17/12/2015|4221.1||955||Marisa Glave Remy|Keiko Fujimori Higuchi|Neutro|2015-12
Medio Impreso|El Comercio|El Comercio Cuerpo A|Naranja exprimida|Keiko Fujimori anunció que tres de los congresistas más cercanos al encarcelado expresidente Alberto Fujimori no estarán en su lista parlamentaria. Analistas políticos consideran que esta decisión se tomó pensando en la segunda vuelta. En conferencia de prensa, Fujimori Higuchi anunció los resultados de la evaluación que una comisión de su partido llevó a cabo en los úlumos meses para determinar quiénes debíanir a la reelección. De los 34 congresistas que integran su bancada, 18 no buscarán una curul en las próximas elecciones, algunos por decisión propia y otros por recomendación.|30/12/2015|10647.34|1658.92|0|2|Kenji Gerardo Fujimori Higuchi|Keiko Fujimori Higuchi|Positivo|2015-12
Web|América TV|americatv.com.pe|Martha Chávez: Buscamos que Keiko Fujimori sea presidenta|Martha Chávez sostuvo que el objetivo de Fuerza Popular es lograr que Keiko Fujimori sea presidenta. Esto en relación a su exclusión en la lista de candidatos al Congreso. “Hay un objetivo superior que me recordó el presidente Fujimori, conversamos de muchos temas. Me recordó que hay un objetivo superior del fujimorismo, uno único”, contó la parlamentaria de Fuerza Popular.|30/12/2015|1554.16|305.63|0||Martha Gladys Chávez Cossío|Keiko Fujimori Higuchi|Positivo|2015-12
Radio|Capital|Mónica Delta|Tras la CADE:¿Los candidatos tienen planes de gobierno? (Capital)|Entrevista: Los economistas Andrés Escalante y Carlos Urrunaga comentaron la presentación de algunso candidatos presidenciales en la CADE 2015. Indican que Cesar Acuña se dirigió a sus votantes y no a los empresarios de la CADE a diferencia del resto, además aseguraron que los problemas del país fueron evadidos en la reunión de empresarios. Escalante comento que ningún postulante tuvo una visión realista de la seguridad ciudadana. Asimismo, Urrunaga mencionó que el ministro del Interior hizo un planteamiento interesante sobre el tema de la inseguridad y que hubieron temas como educación , el rol del Estado y la inversión en común entre todos los aspirantes. Además, valoró que Acuña, Keiko, Alan García y PPK involucren a la micro empresa al ámbito formal. El público comenta..|07/12/2015|7134.4||2080||Carlos Urrunaga|Keiko Fujimori Higuchi|Positivo|2015-12
Televisión|TV Perú 7.3|Tv Perú Noticias |Luis Iberico: APP actuará con transparencia (Canal 7.3)|Luis Iberico señaló que Alianza Para el Progreso actuará con transparencia en el caso de los aportantes fantasma. También se refirió a la carta del expresidente Alberto Fujimori en la que recomienda considerar a sus congresistas históricas en la lista parlamentaria de su hija Keiko Fujimori. Sobre el presunto uso de la universidad en la campaña política dijo que han presentado su descargo ante el JEE. Estas declaraciones las brindó luego de la ceremonia en la que tanto él, como el presidente del Poder Judicial, Víctor Ticona, fueron condecorados con la medalla de justicia militar en el grado de gran oficial en el marco del Día de la Justicia Militar Policial.|19/12/2015|618.8||140||Luis Carlos Antonio Iberico Nuñez|Keiko Fujimori Higuchi|Neutro|2015-12
