Tipo|Medio General|Medio Específico|Título|Resumen|Fecha Emisión|Valorización|Cm2|Duración|Página|Personajes|Candidatos 2016|Tono|Mes Emisión
Televisión|Canal N|N Portada|Congresistas Abugattás y Salgado opinaron sobre anunciadas alianzas con miras a elecciones del 2016 (Canal N)|El Partido Aprista se aliará con el Partido Popular Cristiano y Vamos Perú para las elecciones del 2016. El líder aprista Alan García dijo querer que Lourdes Flores integre su plancha. Por su parte, Alianza Para el Progreso irá en alianza con Somos Perú y Restauración Nacional. .La congresista de Fuerza Popular Luz Salgado dijo que no hay objetivos programáticos e ideológicos que unan al Apra con el PPC y que la finalidad de esta última agrupación es salvar la valla electoral. Refiriéndose a la situación del Partido Nacionalista, la congresista fujimorista dijo que los ministros de Economía y Trabajo no se pronuncian ante la situación difícil en el plano económico..Por su parte, el congresista nacionalista Daniel Abugattás señaló que las alianzas políticas desinstitucionalizan la política. En otro momento, señaló que la alianza entre el PPC y el Apra consolidaría la posición de estos partidos como de “extrema derecha”. .Durante el diálogo, la congresista Luz Salgado se refirió a las conversaciones para alianzas que habría sostenido Somos Perú con Pedro Pablo Kuczynski y con César Acuña. También comentó que Lourdes Flores fue maltratada por Alan García y que a muchos pepecistas no les debe gustar la alianza que se anuncia. Por su parte, Abugattás afirmó que Keiko Fujimori se ha “robado” varias de las propuestas del plan de la Gran Transformación y añadió que César Acuña quedaría como el “candidato del pueblo”. Al final del diálogo se presentaron caricaturas políticas sobre César Acuña, Keiko Fujimori, Alan García, Alejandro Toledo.|11/12/2015|14224||1016||Luz Filomena Salgado Rubianes|Pedro Pablo Kuczynski Godard|Neutro|2015-12
Medio Impreso|Correo|Correo|Esta campaña recién empieza - Iván Slocovich Pardo|Los resultados de la encuesta presentada por GFK el domingo en La República dejan en dato que la campaña recién empieza y que nada está dicho, pues si bien Keiko Fujimori (32%) se mantiene sólida en la punta, el segundo lugar está casi casi empatado entre Pedro Pablo Kuczynski (9%), César Acuña (7%) y Alan García (6%), quienes tendrán que pensar mucho antes de hacer y decir algo, pues el pase a segunda vuelta podría estar para cualquiera de ellos. Tendría que suceder una debacle para que Keiko Fujimori no pase a la segunda vuelta. Es cierto que en nuestro país nunca se sabe. Recordemos que hace cinco años los punteros en diciembre del 2010 eran Alejandro Toledo y Luis Castañeda; y que Ollanta Humala aparecía quinto.|01/12/2015|1951.05|204.28|0|11|Iván Slocovich Pardo|Pedro Pablo Kuczynski Godard|Neutro|2015-12
Televisión|Canal ATV Plus|Hora Clave|Entrevista a Marisa Glave, militante de Tierra y Libertad – Frente Amplio (ATV+)|Entrevista. Marisa Glave, militante de Tierra y Libertad – Frente Amplio, criticó la alianza “contranatura” entre el APRA y el PPC. Indicó que la dirigencia del partido aprista hace muchos años que ha desconocido y traicionado sus propias bases ideológicas. De otro lado, se mostró optimista del papel que va a desempeñar Verónika Mendoza en estas elecciones, pues cuenta con el 2.5% de intención de voto a pesar que el 80% de los encuestados aun no la conoce. En otro momento, señaló que Pedro Pablo Kuczynski es el responsable del contrato del Gas de Camisea y la manera incorrecta de como se explotan los recursos naturales en el Perú. Asimismo, mencionó que su movimiento propone que Petroperú se dedique a la explotación del gas.|14/12/2015|7695||1539||Marisa Glave Remy|Pedro Pablo Kuczynski Godard|Negativo|2015-12
Radio|Capital|Mónica Delta|Tras la CADE:¿Los candidatos tienen planes de gobierno? (Capital)|Entrevista: Los economistas Andrés Escalante y Carlos Urrunaga comentaron la presentación de algunso candidatos presidenciales en la CADE 2015. Indican que Cesar Acuña se dirigió a sus votantes y no a los empresarios de la CADE a diferencia del resto, además aseguraron que los problemas del país fueron evadidos en la reunión de empresarios. Escalante comento que ningún postulante tuvo una visión realista de la seguridad ciudadana. Asimismo, Urrunaga mencionó que el ministro del Interior hizo un planteamiento interesante sobre el tema de la inseguridad y que hubieron temas como educación , el rol del Estado y la inversión en común entre todos los aspirantes. Además, valoró que Acuña, Keiko, Alan García y PPK involucren a la micro empresa al ámbito formal. El público comenta..|07/12/2015|7134.4||2080||Carlos Urrunaga|Pedro Pablo Kuczynski Godard|Positivo|2015-12
Radio|RPP|RPP|Eliane Karp arremetió contra Keiko Fujimori, Pedro Pablo Kuczynski y Alan García (RPP)|Eliane Karp, esposa del expresidente Alejandro Toledo, aprovechó la aparición de una foto en su cuenta de Facebook para arremeter contra los candidatos presidenciales que compiten con el líder de Perú Posible para llegar al sillón presidencial en el 2016. En clara referencia a Keiko Fujimori, Pedro Pablo Kuczynski y Alan García, la exprimera dama califico de “japonesa”, “cuy gringo” y “el panzón” respectivamente a los candidatos.|27/12/2015|297||27||Eliane Karp Fernenbug|Pedro Pablo Kuczynski Godard|Negativo|2015-12
Web|Perú 21|peru21.pe|Julia Príncipe y Mercedes Aráoz irían en la plancha presidencial de PPK|La exprocuradora Julia Príncipe Trujillo y la exministra de Economía Mercedes Aráoz serían las candidatas a las vicepresidencias de la República por la agrupación Peruanos por el kambio (PPK), que lidera Pedro Pablo Kuczynski...“Esta mañana (ayer) Kuczynski se ha reunido con la doctora Julia Príncipe porque existe el interés de que integre la plancha presidencial”, indicaron fuentes confiables del entorno de PPK a Perú21.|02/12/2015|1874.83||0||Carlos Ricardo Bruce Montes De Oca|Pedro Pablo Kuczynski Godard|Positivo|2015-12
Medio Impreso|Expreso|Expreso|""Sunedu está pintada frente a irregularidades de Acuña""|Entrevista a Luciana León. ¿La Sunedu le parece útil? En la práctica, la Sunedu no sirve para nada. Está pintada ante un candidato presidencial como Acuña que usa irregularmente fondos de su universidad para poner su cara en paneles gigantes. Algo parecido pasa con José Luna. En año y medio no han mejorado nada. Esa ley va a tener que mejorarse, porque hasta ahora lo único que ha creado es burocracia y desorden.|15/12/2015|4597.36|749.93|0|8|Luciana Milagros León Romero|Pedro Pablo Kuczynski Godard|Negativo|2015-12
Medio Impreso|Diario Uno|Diario Uno|Favoritos de las encuestas marcados por la corrupción|Keiko, PPK, García Acuña y Toledo tienen algún caso de corrupción pendiente con la justicia advierte exprocurador Julio Arbizu. Todos los candidatos que se perfilan en los primeros lugares de las encuestas tienen que responder por algún caso relacionado con la corrupción y es lamentable que la gente se esté acostumbrando a convivir con ella. dijo el exprocurador Julio Arbizu al comentar una reciente encuesta que sostiene que el 78% de los peruanos son tolerantes con la corrupción.(...) En Cade todos hicieron refrencias tangenciales y creo que eso evidencia una orfandad de ideas y de trabajo de los partidos para enfrentar este problema comentó,|11/12/2015|4804.6|387.92|0|7|Julio Arbizu González|Pedro Pablo Kuczynski Godard|Negativo|2015-12
Web|El Comercio|elcomercio.pe|Dime a quién te jalas… - Patricia del Río|PPK-el moqueguano: el gringo necesita un baño de provincias. El exitoso ex gobernador de Moquegua Martín Vizcarra, que hizo de su región un ejemplo de eficiencia, le aportará a la plancha de Kuczynski ese acercamiento al interior del país que Acuña tiene por su origen y Keiko por el gobierno fujimorista de su padre. Vizcarra lo puede ayudar, además, a cosechar votos en el sur, una plaza interesante y menos cautiva que el norte.|10/12/2015|5994.53||0||Patricia del Río Labarthe|Pedro Pablo Kuczynski Godard|Neutro|2015-12
Medio Impreso|Diario Uno|Diario Uno|BCRP seleccionando candidatos - Germán Alarco|La semana pasada el Presidente del BCRP continuó haciendo política, no la monetaria, cambiaria o de regulación financiera. (...) Tanto para el sector minero como energético se proponía el ajuste de los estudios de impacto ambiental. Coincidía con los planes de PPK en destrabar inversiones, eliminar los trámites burocráticos y en digitalizar el Estado .|06/12/2015|2185.51|199.88|0|11|Germán Alarco|Pedro Pablo Kuczynski Godard|Neutro|2015-12
Web|Correo|diariocorreo.pe|El amigo elegido en la política - Jaime Asián Domínguez|Sabido es que, en nuestro país, la política es un chiste (y en forma recurrente de mal gusto). En ese entendido, y ad portas de las fiestas navideñas, qué tal si distribuimos algunos regalos entre estos congéneres que gobiernan o pretenden tomar las riendas del país luego de las elecciones del próximo año. Eso sí, el que se pica, pierde...César Acuña: Va para él una enciclopedia y un libro Coquito, para que aprenda a leer y escribir; así deja de hacer tanto roche cuando escribe tuits y lee discursos...Keiko Fujimori: Se ha hecho acreedora a un juego de Monopolio, porque ahí tiene el poder para meter y sacar de la cárcel a la gente (aló, ¿don Alberto?)...PPK: Ya que lo fastidian tanto con el tema de la edad y sus achaques, se lleva un kit completo de cremas antiarrugas y rejuvenecedoras...Alan García: De cajón una suscripción urgente a Netflix para que pueda ver la serie Narcos. Ahí está el detalle...Daniel Urresti: Está cantado el libro El completo manual del suicidio (Wataru Tsurumi). Solo él puede creer que pasará la valla electoral con el Partido Nacionalista.|14/12/2015|702.1||0||Jaime Asián Domínguez|Pedro Pablo Kuczynski Godard|Neutro|2015-12
Web|La República|larepublica.pe|Eliane Karp lanza calificativos contra Keiko Fujimori y candidatos a la presidencia|Eliane Karp, esposa de Alejandro Toledo, candidato a la presidencia por Perú Posible, arremetió contra los otros postulantes, de cara a las elecciones generales 2016...A través de su cuenta de Facebook, la exprimera dama tuvo duros calificativos para Keiko Fujimori, Pedro Pablo Kuczynski y Alan García. Además, los retó a “un trote de 15 km. descalzos en la arena”.|28/12/2015|1014.43||0||Eliane Karp Fernenbug|Pedro Pablo Kuczynski Godard|Negativo|2015-12
Medio Impreso|Correo|Correo|¿Los candidatos se interesan por las regiones? - Jorge Esteves|Hace pocos días un grupo de periodistas de Correo Huancayo visitamos los anexos de Tallmas, Canchapalca, Racracalla, Puquián y Runatullo, en el distrito de Comas, Concepción, Junín. Entregamos regalos compartimos una chocolatada con los niños de estos pueblos altoandinos donde no hay comisarías ni puestos de salud. La presencia del Estado es casi inexistente y ningún candidato presidencial aparece por estos lares ni afiches. En estas zonas son más conocidos los gobernadores regionales actuales y los anteriores. Ellos son los referentes políticos para los pobladores. Quizás por esta razón, los cinco candidatos. de los seis que encabezan las encuestas. tienen en sus planchas presidenciales a exgobemadores. Necesitan nexos reales con esta población. ya que salvo Keíko Fujimori, los demás postulantes a Palado de Gobierno no tienen apoyo. Según la última encuesta de GFK, la candidata del fujimorismo tiene 33% de respaldo en las zonas rurales del país. Una abismal diferencia con Pedro Pablo Kuczynski, quien tiene 4%; César Acuña. quien cuenta con un 9 % y Alan García. quien llega al 2%.|24/12/2015|1157.24|121.64|0|15|Jorge Esteves Alfaro|Pedro Pablo Kuczynski Godard|Positivo|2015-12
Medio Impreso|Del País|Del País|PPK anunciará la próxima semana a integrantes de la plancha presidencial|El precandidato presidencial Pedro Pablo Kuczynski anunciará la próxima semana a los integrantes de su plancha presidencial (...) Medios de prensa han especulado que formaría parte del equipo de PPK la exprocuradora Julia Príncipe.|01/12/2015|1707.02|424.43|0|5|Carlos Ricardo Bruce Montes De Oca|Pedro Pablo Kuczynski Godard|Positivo|2015-12
Web|El Comercio|elcomercio.pe|Querido Papá Noel - Alfredo Bullard|Como se viene Navidad, esta es mi lista de regalos para el año 2016. Ojalá puedas traernos algunas de estas cosas.. (...) Una explicación para que PPK sustente por qué es buena la inversión de Petro-Perú en explotación petrolera.|19/12/2015|5994.53||0||Alfredo Bullard|Pedro Pablo Kuczynski Godard|Negativo|2015-12
Radio|RPP|La Rotativa del Aire (Primera Edición)|Alan García pide a la ONPE investigar financiamiento de campaña de César Acuña (RPP)|El expresidente Alan García sostuvo en Juliaca-Puno que la ONPE debería investigar como César Acuña financia su campaña. Sobre la contratación de Luis Favre por Alianza para el Progreso (APP), sostuvo que lo importante son las propuestas. En tanto, el secretario nacional de Organización de APP, Vladimir Paz de la Barra, sostuvo que César Acuña como propietario de la Universidad César Vallejo puede hacer uso de su dinero de la forma que considere conveniente. De otro lado, Alejandro Toledo adelantó que Perú Posible presentará a los integrantes de su plancha presidencial este domingo. El vocero de Peruanos por el Kambio, Fernando Rospigliosi, manifestó que la conformación de la plancha presidencial de su agrupación aún no concluye y será definido en los próximos días por Pedro Pablo Kuczynski y la dirigencia del partido.|17/12/2015|1936||176||Fernando Miguel Rospigliosi Capurro|Pedro Pablo Kuczynski Godard|Neutro|2015-12
Televisión|RPP|RPP NOTICIAS - EDICIÓN MAÑANA |Candidatos en campaña (RPP TV)|El exministro Daniel Urresti señaló que Gana Perú le dio un respaldo total a su precandidatura presidencial. Aseveró que espera ratificar su candidatura luego de las elecciones internas. Urresti criticó las propuestas de Pedro Pablo Kuczynski y Keiko Fujimori sobre seguridad ciudadana. Asimismo, halagó de manera sarcástica a César Acuña. De otro lado, PPK descartó alguna alianza electoral en las próximas elecciones. Recalcó que no se puede tolerar la corrupción porque roba el dinero del pueblo. En tanto, Alejandro Toledo visitó el distrito de San Luis desde donde negó haber realizado expresiones en contra de la unión civil|11/12/2015|1825.46||413||Daniel Belizario Urresti Elera|Pedro Pablo Kuczynski Godard|Negativo|2015-12
Televisión|Canal N|N Portada|Congresistas García Belaunde y Mulder opinaron sobre conformación de plancha presidencial de Pedro Pablo Kuczynski (Canal N)|La exministra Mercedes Aráoz y el expresidente regional Martín Vizcarra completarían la plancha presidencial encabezada por Pedro Pablo Kuczynski, quien ha declarado que el próximo viernes se confirmará la fórmula presidencial. Por su parte, el congresista Kenji Fujimori criticó la renovación que se estaría dando en Fuerza Popular. .El congresista aprista Mauricio Mulder reconoció cualidades en Mercedes Aráoz pero añadió que la política “no era su fuerte”. En otro momento, señaló que Martín Vizcarra ha trabajado más técnicamente que políticamente en su trayectoria como presidente regional de Moquegua..A su turno, el legislador Víctor Andrés García Belaunde dijo que a Mercedes Aráoz le faltó seguridad cuando fue candidata presidencial aprista y que su inclusión en la plancha de Kuczynski no beneficia a dicha candidatura pues en su trayectoria está su participación en el manejo de la crisis que derivó en el “Baguazo”. .Sobre la renovación en el fujimorismo, Mauricio Mulder dijo que en el fujimorismo hay un resquemor alto porque una persona nueva en la organización está evaluando a políticos con trayectoria. Añadió que la renovación de cuadros políticos debe permitir que hayan listas electorales que incluyan experiencia y juventud. Finalmente, dijo que sería ingenuo que Keiko Fujimori crea que podrá “correrse al centro” dejando de lado a los cuadros con más trayectoria o diciendo que ahora respalda el informe de la Comisión de la Verdad. A su turno, García Belaunde comentó que según encuestas los parlamentarios más destacados son los que tienen más tiempo como congresistas. De otro lado, Mauricio Mulder comentó que el asesor Luis Favre debe cobrar tan caro que Pedro Pablo Kuczynski no ha podido contratarlo y que César Acuña debería explicar cuánto se le pagará al mencionado publicista sin esperar que la ONPE pida la información.|16/12/2015|15988||1142||Víctor Andrés García Belaúnde|Pedro Pablo Kuczynski Godard|Neutro|2015-12
Web|Exitosa|exitosadiario.pe|Villarán participará en elecciones: ""Quiero evitar que el fujimorismo regrese""|La exalcaldesa de Lima, Susana Villarán, anunció hoy que ha decidido participar en las próximas elecciones generales. Detalló que está en conversaciones con varios partidos políticos.. .A través de su página en Facebook, Villarán adelantó que hará todo lo que esté en sus manos para evitar que la candidata Keiko Fujimori llegue a ser presidenta de la República. “Pondré mi energía, mi pasión, mi vida, mi chalina verde de la esperanza en ese empeño”, puntualizó. Villarán, quien hace unos días renunció a Fuerza Social, reveló que ya ha conversado con los líderes políticos César Acuña, Pedro Pablo Kuczynski, Alfredo Barrenechea, Ántero Flores-Aráoz y Yehude Simon. Precisó que hoy hará lo propio con Julio Guzmán.|12/12/2015|71.5||0||Susana María del Carmen Villarán de la Puente|Pedro Pablo Kuczynski Godard|Neutro|2015-12
Medio Impreso|El Comercio|El Comercio Cuerpo A|¿Planchas para todos los gustos? - Arturo Maldonado|La elección de las planchas presidenciales es la noticia del día, aunque luego nos podamos olvidar de los nombres de los candidatos a vicepresidentes. En estas elecciones tenemos al menos 17 postulantes con sus respectivos candidatos a la primera y segunda vicepresidencia. (...) Así, Keiko Fujimori ha optado por un empresario vinculado al fujimorismo histórico con José Chlimper. Una posible explicación de esta decisión es moderar el giro al centro que está amagando la candidata, apelando a un ex ministro de su padre. Pedro Pablo Kuczynski ha optado por una receta similar. La elección de Mercedes Aráoz recalca el perfil técnico de la plancha, aunque le abre un flanco débil debido a los hechos en Bagua. César Acuña parece optar por una estrategia parecida. Anel Townsend y Humberto Lay no le hacen sombra a su figura. Este tipo de plancha no busca distraer la atención en figuras secundarias, sino centrar los reflectores en el rol principal. . Este parece ser el caso de Alejandro Toledo, quien lleva a dos líderes de Perú Posible, pero en su caso quizá sea un indicador más de soledad que de focalización. Alan García, en esta ocasión , ha innovado y ofrece una plancha dos por uno.|22/12/2015|2986.5|397.81|0|23|Arturo Maldonado|Pedro Pablo Kuczynski Godard|Neutro|2015-12
Televisión|Canal ATV Plus|Hora Clave|Entrevista a Fernando Rospigliosi, miembro del equipo de campaña de Peruanos por el Kambio (ATV+)|Entrevista. Fernando Rospigliosi, miembro del equipo de campaña de Peruanos por el Kambio, comentó sobre las propuestas en seguridad ciudadana. En ese sentido, mencionó sobre el proyecto “Barrio Seguro”, el cual consiste en establecer una Policía comunitaria en todo el país. Asimismo, planteó el fortalecimiento del servicio de inteligencia, pero aclaró que no con los fines perversos como en este Gobierno, que fue un escándalo y hasta la entonces premier Ana Jara fue censurada. Del mismo modo, resaltó que uno de los problemas fundamentales del país es la corrupción de la Policía, la Fiscalía, el Poder Judicial y el INPE. De otro lado, señaló que Pedro Pablo Kuczynski propone reactivar la economía y generar empleo. (Seguidamente, Rospigliosi recordó un comunicado de ADEX que decía que en el último años se había perdido 160 mil empleos por una mala política del Gobierno). Entre otras propuestas, refirió que PPK busca crear un ministerio para las regiones, y de esta manera acelerar la inversión en todo el país; además de construir un tren de cercanías que recorra del Norte Chico al Sur Chico. En otro momento, Rospigliosi criticó que todo se vaya a centralizar en el Ministerio de Economía, ya que a partir de febrero este sector va a controlar las inversiones. Finalmente, consideró que Alberto Fujimori sigue tratando de mandar en la campaña de Keiko Fujimori.|30/12/2015|7135||1427||Fernando Miguel Rospigliosi Capurro|Pedro Pablo Kuczynski Godard|Positivo|2015-12
Web|Correo|diariocorreo.pe|Desesperación palaciega - Iván Slocovich|Heredia y Humala saben muy bien que si el fujimorismo llega al poder en 2016, la pasarían muy mal tanto en el Congreso como en el Ministerio Público y el Poder Judicial. Distinto sería si el ganador fuera Pedro Pablo Kuczynski y César Acuña. Con Alan García también podrían verla a cuadritos. Sin embargo, en vista de que el líder aprista anda en el cuarto lugar en las encuestas, parece no preocuparles mucho. Hoy, sin duda, su objetivo es tumbarse a la candidata Fujimori.|29/12/2015|702.1||0||Iván Slocovich Pardo|Pedro Pablo Kuczynski Godard|Neutro|2015-12
Web|La República|larepublica.pe|Asu oe q buen memaso - Marco Sifuentes|La semana pasada, la expresión #AcuñaPedófilo fue el primer trending topic de Perú, coincidiendo con la documentada denuncia de Perú21 sobre la denuncia de violación que pesó sobre el candidato de la César Vallejo. Este primer puesto fue conseguido gracias a la insistencia, especialmente, de unas populares cuentas anónimas de Twitter de apariencia inocua, dedicadas a contar chistes (y a hacerse pasar por estrellas de la farándula)...Estas cuentas dejaron su habitual nadería para posicionar el hashtag que, evidentemente, les habían pagado por popularizar (como ya es habitual que lo hagan, también, marcas comerciales). Contra lo que se podría creer, estas cuentas de Twitter están más vinculadas a la campaña de PPK que a la del Apra, a quienes se les atribuye este destape contra Acuña.|02/12/2015|1014.43||0||Marcos Sifuentes|Pedro Pablo Kuczynski Godard|Neutro|2015-12
Medio Impreso|La Razón|La Razón|Nacionalismo pide investigar a PPK|La bancada oficialista considerdó necesario investigar a los presuntos lobbies en el sur del país de Pedro Pablo Kuczynski, así como el origen del financiamiento de su campaña.|15/12/2015|748.03|127.14|0|2|Julia Teves Quispe|Pedro Pablo Kuczynski Godard|Negativo|2015-12
Medio Impreso|Expreso|Expreso|El JNE exhorta a Humala a respetar neutralidad electoral|El presidente del Jurado Nacional de Elecciones (JNE), Francisco Távara, señaló ayer que el presidente Ollanta Humala debe respetar el principio de neutralidad durante la campaña electoral, y lo exhortó a dar el ejemplo. Esto lo dijo debido alas continuos pronunciamientos por parte del mandatario que aluden alas gobiernos del actual candidato por Alianza Popular, Alan García, y del ex presidente Alberto Fujimori. El titular del JNE también se pronunció sobre el procedimiento iniciado al partido Alianza para el Progreso de César Acuña, por el presunto uso de recursos de sus universidades para su campaña electoral.|30/12/2015|2737.54|446.18|0|4|Francisco Artemio Távara Córdova|Pedro Pablo Kuczynski Godard|Neutro|2015-12
Web|Perú 21|peru21.pe|Y cayó PPK... - Juan José Garrido|Si el primer salto de César Acuña en la intención de voto (del 4% al 9%) no tenía una clara explicación (la salida de Urresti, o la suma de votos de los candidatos “chicos”, o parte de esto más un poco de ppkausas), este segundo salto (del 9% al 12%) sí tiene un claro donante: Pedro P. Kuczynski. Mientras que el resto de candidatos se mantiene en su línea desde noviembre, PPK cae estrepitosamente, de 19% al 14%.|09/12/2015|1874.83|248.01|0||Juan José Garrido|Pedro Pablo Kuczynski Godard|Neutro|2015-12
Web|Gestión|gestion.pe|Renuncia de PPK a nacionalidad estadounidense debe seguir un proceso, según embajador de EE.UU.|El embajador de Estados Unidos en el Perú, Brian A. Nichols, informó hoy que la renuncia de Pedro Pablo Kuczynski a la nacionalidad estadounidense debe seguir aún un proceso complicado...“Es un proceso complicado, requiere de varios pasos y en el caso de cualquier persona no puedo hacer alguna referencia específica por los derechos de privacidad que tienen todas las personas que se tratan con nosotros”, declaró a la prensa.|03/12/2015|295.49||0||Brian A. Nichols|Pedro Pablo Kuczynski Godard|Neutro|2015-12
