Tipo|Medio General|Medio Específico|Título|Resumen|Fecha Emisión|Valorización|Cm2|Duración|Página|Personajes|Candidatos 2016|Tono|Mes Emisión
Medio Impreso|La República|La República|Perú Wars: El Despertar a la Fuerza - Marco Sifuentes|¿Ya pasaron las náuseas, Perú? ¿O todavía seguimos contemplando con estupor ese chocolateo de lealtades, ese festival de traiciones, esa radiografía del subdesarrollo también conocida como la lista de las 17 planchas de candidatos a la presidencia y vicepresidencia de nuestro país? Más allá del gravol, veamos algunas conclusiones en borrador. –Algo inédito: hasta los pitufos son parte del elenco estable. No hay (casi) pitufos desconocidos. Belmont, Yehude, Nano, Ántero, Goyo, Barnechea o Urresti son personajes que tranquilamente podrían obtener 2%. No les serviría, por supuesto, para pasar la valla del 5%. Así, la mayor amenaza para Keiko Fujimori, en la primera vuelta, no se encuentra en ninguno de los otros 16 candidatos. Estos saben que 1) no tienen forma de desplazarla y 2) les convendría más jugar a ser el mal menor ante Keiko en la segunda vuelta.|23/12/2015|2452.21|292.79|0|5|Marcos Sifuentes|Hernando Guerra-García Campos|Neutro|2015-12
Medio Impreso|La República|La República|Sobre las planchas - Martín Tanaka|Mucho que comentar sobre la reciente inscripción de “planchas” presidenciales. De un lado, distinguiría las alianzas partidarias de los “jales” individuales. Las primeras, por basarse en lógicas colectivas, tienen un carácter ligeramente más institucional. Digo ligeramente porque algunas son puramente oportunistas, como la de Solidaridad Nacional con Unión por el Perú, o la de Restauración Nacional con Alianza para el Progreso. Otras son fruto de un interés entendible, pero difícil de justificar, como la del APRA y el PPC. García busca relanzar una candidatura que no despega apoyándose en el aura de republicanismo que vagamente puede reconocerse todavía en el PPC, mientras que para este de lo que se trata es de simplemente subsistir, en un contexto en el que otros (Pero Pablo Kuczynski) no quisieron recibirlos. Respecto a los “jales”, en principio buscan equilibrar o compensar limitaciones de la figura presidencial; y del lado de los acompañantes, la ganancia es vincularse al poder, por supuesto. Las “planchas” de K. Fujimori, Kuczynski, Acuña y García siguen claramente esa lógica.|27/12/2015|1312.26|229.26|0|6|Martín Tanaka|Hernando Guerra-García Campos|Neutro|2015-12
Web|Correo|diariocorreo.pe|La componenda electorera daña la democracia|Después de la alianza del Apra con el PPC, de la incorporación de Villarán a la plancha de Urresti, del cambio de partido de Guerra García, de la reafirmación de Keiko con los históricos del gobierno de su padre, y luego de la suma de Meche Aráoz a la plancha de PPK, y no sé cuántos cambios más, me quedan dando vueltas las siguientes preguntas :..¿Cuál es las visión de país que une a estos candidatos o agrupaciones políticas? Como la respuesta no es clara, surge la siguiente pregunta: ¿por qué quieren gobernar el Perú?|27/12/2015|702.1||0||Pedro José de Zavala|Hernando Guerra-García Campos|Negativo|2015-12
Web|El Comercio|elcomercio.pe|JEE evalúa informes contra Acuña y García por infracciones|El director nacional de Fiscalización del Jurado Nacional de Elecciones (JNE), Alberto Kuroiwa, informó hoy que el Jurado Electoral Especial (JEE) Lima Centro 1 se encuentra evaluando informes sobre uso de recursos de universidades a favor de las campañas electorales de César Acuña, Alan García y José Luna.. (...) En otro momento, anunció que hoy en horas de la mañana se han presentado dos informes: uno sobre el caso del congresista José Luna y otro referido al ex presidente Alan García.. En torno a ello se comentó que ambos informes también han sido alcanzados a la Superintendencia Nacional de Administración Tributaria (Sunat), pues dichas casas de estudio gozan de determinadas exoneraciones tributarias; a la Superintendencia Nacional de Educación Superior Universitaria (Sunedu), en su condición de órgano rector de las universidades; y a la Oficina Nacional de Procesos Electorales (ONPE), por el financiamiento público que reciben..|31/12/2015|5994.53||0||Alberto Kuroiwa Bermejo|Hernando Guerra-García Campos|Negativo|2015-12
Televisión|Canal N|N Portada|Nano Guerra García lanza primer spot de campaña (Canal N)|Entrevista. Nano Guerra García, candidato presidencial de Solidaridad Nacional, lanzó su primer spot de campaña. Al respecto, Jorge Villacorta, integrante del partido Peruanos por el Kambio, comentó que lo absurdo es que Nano Guerra es el candidato de Castañeda, de “roba pero hace obras” y está dando una lección de transparencia y dignidad.|29/12/2015|5908||422||Isaac Mekler Neiman|Hernando Guerra-García Campos|Negativo|2015-12
Medio Impreso|Exitosa|Exitosa Diario|Jorge Villena - Tuit|Nano Guerra crea nueva modalidad de transfuguismo, cambiar de partido ANTES de ser candidato Yehude esta furioso por haber sido superado.|24/12/2015|149.52|20.96|0|19|Jorge Rafael Villena Larrea|Hernando Guerra-García Campos|Negativo|2015-12
Medio Impreso|Diario Uno|Diario Uno|Planchas que queman|¿Qué les puedo decir? Si hace 6 meses alguien me hubiera dicho que Lourdes Flores seria la candidata a la vicepresidencia con el candidato presidencial García o que Susana Villarán lo sería del candidato presidencial Urresti, simplemente me hubiera reído. (...) ¿Tienen la culpa? Si. Nadie ha obligado a Lourdes Flores o a Susana Villarán a tomar las desastrosas decisiones que han tomado. Aunque sea para un cargo decorativo como vicepresidentas. Pero nosotros también tenemos la culpa. ¿por qué? Primero porque nosotros los elegimos. Segundo porque como sociedad no hemos sido capaces de lograr la demandada reforma de la Ley de Partidos Políticos y del sistema electoral, en general, para adecentar este desmadre. Aunque el Congreso se oponga, debemos seguir protestando contra este sistema caótico que ningún pueblo merece, pasada la primera vuelta pues salgamos. Reforma, ya. Para parar ese circo.|26/12/2015|11429.44|748.94|0|5|Rosa María Palacios|Hernando Guerra-García Campos|Negativo|2015-12
Televisión|Canal N|De 6 a 9|Entrevista a la candidata a la primera vicepresidencia por el Partido Humanista, Rosa Mavila (Canal N)|Entrevista. La congresista y candidata a la primera vicepresidencia por el Partido Humanista, Rosa Mavila, comentó cómo llegó a postular al cargo (cuyo candidato es el parlamentario Yehude Simon), y expresó que es una decisión política. Aclaró, además, qué ocurrió con la candidatura de Hernando 'Nano' Guerra García con Únete y criticó su cambio de centro izquierda a centro derecha (con el partido Solidaridad Nacional, del cual es ahora candidato). Consideró que quizá él aún no tenía sus ideas claras. Reveló también que siempre ha tenido ciertas ideas con respecto a la “izquierda más unida”. Aseveró que para ella la lucha contra la corrupción “no tiene pelaje” y señaló que nadie puede objetarle a Simon su lucha contra este mal que aqueja a la sociedad. Con respecto a Verónika Mendoza, indicó que debe tener una perspectiva a mediano y largo plazo, pues considera que ella está construyendo un espacio público. Sobre su trabajo en las comisiones de narcotráfico y su relación en la política, manifestó que el resultado de su balance es positivo, sin embargo,aún debe tratar temas de lavado de activos, tema que afecta a partidos como el fujimorista. Sobre el financiamiento a las agrupaciones políticas, precisó que la ONPE debe ponerse más estricta en sus evaluaciones. Lamentó, luego, que no se traten temas como el de “Caracol” -sobre quien se dice habría huído en avionetas del Ejército-. Mavila, por otra parte, sostuvo que la decisión de Keiko Fujimori sobre los congresistas que dejó fuera de la lista a la reelección, refleja que es ella quien lidera el partido Fuerza Popular.|31/12/2015|13314||951||Rosa Mavila León|Hernando Guerra-García Campos|Neutro|2015-12
Televisión|Canal N|N Noticias|Evalúan informes contra Alan García, César Acuña y José Luna (Canal N)|El Jurado Nacional de Elecciones (JNE) informó que está evaluando tres informes contra el candidato por Alianza por el Perú, Alan García; el candidato por Alianza para el Progreso, César Acuña y el congresista José Luna. Asimismo, precisó que los casos serán evaluados por el Jurado Electoral Especial Lima Centro. Alberto Kurowa, representante jurado del JNE, pidió que, en el marco del Pacto Ético Electoral, respeten los fueros y que sean transparentes en sus actividades.|31/12/2015|2730||195||Alberto Kuroiwa Bermejo|Hernando Guerra-García Campos|Negativo|2015-12
Televisión|Panamericana TV|Buenos Días Perú|Entrevista al analista político Enrique Pasquel (Canal 5)|Entrevista. El analista político Enrique Pasquel cuestionó la candidatura de Hernando 'Nano' Guerra García por haber pertenecido a un grupo político y ahora pertenecer a otro. Además, mencionó el spot publicitario en donde arremete contra sus contendores políticos. Por otro lado, con respecto a la salida de personajes históricos del fujimorismo, señaló que ha sido una lavada de cara en Fuerza Popular. Indicó que Keiko Fujimori no se ha desligado del todo del fujimorismo tradicional. Asimismo, sostuvo que Fujimori Higuchi está trabajando duro para la segunda vuelta.|30/12/2015|64916.28||873||Enrique Pasquel|Hernando Guerra-García Campos|Negativo|2015-12
Web|Expreso|expreso.com.pe|EL DÚO “NANO” GUERRA – JOSÉ LUNA|El siguiente es un análisis político puro y en frío, como el que hemos hecho respecto de otros candidatos. En este contexto, entrando a los últimos días del 2015, el ciudadano vuelve a preguntarse por quién votar, a quién debería darle su apoyo si Keiko, PPK, Alan o Acuña –razonan ellos- representan lo mismo. ¿Dónde está el punto de quiebre generacional con lo ya conocido frente a los viejos rostros y el establishment anquilosado?|27/12/2015|52|305.63|0||Rafael Romero Vasquez|Hernando Guerra-García Campos|Positivo|2015-12
Medio Impreso|Correo|Correo|La componenda electorera daña la democracia - Pedro José de Zavala|Después de la alianza del Apra con el PPC, de la incorporación de Villarán a la plancha de Urresti, del cambio de partido de Guerra García, de la reafirmación de Keiko con los históricos del gobierno de su padre, y luego de la suma de Meche Aráoz a la plancha de PPK, y no sé cuántos cambios más, me quedan dando vueltas las siguientes preguntas: ¿Cuál es la visión de país que une a estos candidatos o agrupaciones políticas?|27/12/2015|2075.38|217.15|0|11|Pedro José de Zavala|Hernando Guerra-García Campos|Negativo|2015-12
Web|Exitosa|exitosadiario.pe|OPINIÓN - Schiappa analiza planchas presidenciales: Lay y Townsend son un plomazo para Acuña|La mejor plancha, para mí, es la de PPK, que incluye un balance feliz entre un líder regional como Martín Vizcarra y la muy capaz tecnócrata Mercedes Aráoz. Uno representa el regionalismo exitoso en una zona minera, la otra cara de Tía María que está a pocos kilómetros de Moquegua, la tierra del expresidente Vizcarra. Mercedes Aráoz representa a la tecnocracia que puso al país en el riel del éxito económico. Su carisma y belleza contrastan con el rostro de enterrador del expresidente de Moquegua.|22/12/2015|71.5||0||Julio Schiappa Pietra|Hernando Guerra-García Campos|Neutro|2015-12
Medio Impreso|Extra|Extra|Apoyará a Nano|Carlos Raffo, confirmó que participará en el área de comunicaciones de la candidatura presidencial de Nano Guerra García, postulante de Solidaridad Nacional.|31/12/2015|184|46.75|0|4|Carlos Raffo Arce|Hernando Guerra-García Campos|Positivo|2015-12
Web|Perú 21|peru21.pe|Alditus was right! - Aldo Mariátegui|(...) Sigamos con las arcadas como cancha: ¿qué hace un rojo de toda la vida como Huaroc con Keiko? ¿Qué hace una roja supuestamente consecuente como Rosa Mavila aliada con Yehude “Baguazo” Simon, divisionista de la izquierda y ex aliado aprista, ppkausa y toledista, amén de preso por vínculos con el MRTA? ¿Qué hace el maoísta de Patria Roja Gregorio Santos de aliado del fonavista Andrés Alcántara después de que este maltrató así al siomista García Núñez y todo ese sector de viejos de la izquierda? ¿Qué hace Lourdes Flores al lado de Alan después de que ella, a comienzos de los 90, probara todas las acusaciones contra este por BCCI, Mirages, etc…? ¿Qué hace un jurista respetable como Marco Ibazeta de compañero de fórmula de Belmont? ¿Qué hace un religioso como el pastor Lay al lado de un tipo como Acuña? ¿Tan desesperado está Solidaridad para no ir a la baja que recurre al recién choteado ‘Nano’? ¿Reggiardo, Barnechea, Guzmán, Pancho Diez Canseco y Popy creen de verdad que tienen alguna chance? ¿De dónde ha sacado Popy ese extravagante corte de pelo medieval?|22/12/2015|1874.83||0||Aldo Mariátegui Bosse|Hernando Guerra-García Campos|Neutro|2015-12
Medio Impreso|Correo|Correo|Sin norte|""Nano Guerra no logró la expectativa de la población(...) a mí sí me conocen"", dijo Yehude Simon, con lo cual rompió su silencio con el precandidato al que él mismo lanzó.|15/12/2015|573.84|60.44|0|6|Yehude Simon Munaro|Hernando Guerra-García Campos|Neutro|2015-12
Web|Andina|andina.com.pe|JEE evalúa informes sobre Acuña, León y García por uso de universidades en campañas|El Jurado Electoral Especial (JEE) Lima Centro 1 evalúa informes sobre uso de recursos de universidades a favor de las campañas electorales de César Acuña, José León y Alan García, informó hoy el director nacional de Fiscalización del Jurado Nacional de Elecciones (JNE), Alberto Kuroiwa. “Se apreciaron tres casos de uso de recursos de universidades a favor de campañas, el primero fue de César Acuña. El informe de fiscalización ya fue entregado al Jurado Electoral Especial Lima Centro 1, que es la primera instancia y estamos a la espera de la resolución de dicho caso”, dijo. Señaló que los Jurados Electorales Especiales, además de correr traslado de estos casos a la Contraloría General de la República, también lo hace al Ministerio Público para que proceda conforme a sus competencias.|31/12/2015|98.6||0||Alberto Kuroiwa Bermejo|Hernando Guerra-García Campos|Negativo|2015-12
Web|La República|larepublica.pe|Perú Wars: El Despertar a la Fuerza - Marco Sifuentes|–Alfredo Barnechea tiene suficientes contactos en los medios como para obtener valiosos minutos de exposición en televisión. Si hay un nicho de votantes que busca a alguien que “hable bonito” pero no quiere votar por el candidato de los narcoindultos, aquí tiene a su hombre. La verdad, si lo pusieran a debatir con gente como Acuña, Barnechea quedaría como Churchill. Con un equipo de campaña sólido, también podría pasar la valla.|23/12/2015|1014.43||0||Marcos Sifuentes|Hernando Guerra-García Campos|Neutro|2015-12
Medio Impreso|Expreso|Expreso|El dúo ""Nano"" Guerra - José Luna - Rafael Romero|El siguiente es un análisis político puro y en frío, como el que hemos hecho respecto de otros candidatos. En este contexto, entrando a los últimos días del 2015, el ciudadano vuelve a preguntarse por quién votar, a quién debería darle su apoyo si Keiko, PPK, Alan o Acuña -razonan ellos representan lo mismo ¿Dónde está el punto de quiebre generacional con lo ya conocido frente a los viejos rostros y el establishment anquilosado? Pues bien, parte de la respuesta la encontramos en uno de esos acontecimientos novedosos que la política peruana suele presentar, con los cuales rompe los esquemas establecidos haciendo, por ejemplo, que antes de las elecciones las encuestadoras trastabillen en sus sondeos de opinión. Una de esas noticias es la postulación a la presidencia de la República de Hernando Guerra García, conocido con cariño como ""Nano"", por Solidaridad Nacional (SN) y UPP (...) Ahora bien, si la biografía y trayectoria política de ""Nano"" se dan a conocer adecuadamente, creo yo y muchos que conocen sus pasos por la Universidad Católica (fue presidente de la Fepuc), por los programas de televisión dedicados al emprendedurismo y sus viajes por todo el país promoviendo empresas y puestos de trabajo, la gente simpatizará con él además de encarnar como fortalezas personales la transparencia y la honradez, cualidades que hoy buscan los electores en un candidato a la presidencia.|27/12/2015|1753.01|240.55|0|12|Rafael Romero Vasquez|Hernando Guerra-García Campos|Positivo|2015-12
Web|La República|larepublica.pe|Sobre las “planchas”-Martín Tanaka|De un lado, distinguiría las alianzas partidarias de los “jales” individuales. Las primeras, por basarse en lógicas colectivas, tienen un carácter ligeramente más institucional. Digo ligeramente porque algunas son puramente oportunistas, como la de Solidaridad Nacional con Unión por el Perú, o la de Restauración Nacional con Alianza para el Progreso. Otras son fruto de un interés entendible, pero difícil de justificar, como la del APRA y el PPC. García busca relanzar una candidatura que no despega apoyándose en el aura de republicanismo que vagamente puede reconocerse todavía en el PPC, mientras que para este de lo que se trata es de simplemente subsistir, en un contexto en el que otros (Pero Pablo Kuczynski) no quisieron recibirlos.|27/12/2015|1014.43||0||Martín Tanaka|Hernando Guerra-García Campos|Neutro|2015-12
Medio Impreso|Perú 21|Perú 21|Pásame tu plancha - Alfredo Ferrero|Se anunciaron 17 planchas con posibilidades de ser 19 o 20 hasta el 11 de enero que se inscriben para las elecciones 2016, algunas llegan con sorpresas y otras ya anticipadas. Keiko escogió al ex ministro de Agricultura de su padre y exitoso agroexportador, y a Vladimiro Huaroc (...) PPK va con la anticipada inclusión a la segunda vicepresidencia de Mercedes Aráoz, ex ministra aprista (...) Alan con su nueva aliada, Lourdes Flores (...) Acuña lleva a su reciente incorporación, Anel Townsend (...) Toledo acompañado por dos peruposibilistas –que no quedan muchos–, Marcial Ayaipoma y la ex ministra Carmen Omonte. (...) Frente Amplio, de Verónika Mendoza, está con el padre Arana y Alan Fairlie. (...) El partido de gobierno va con el ex ministro Urresti y su gran sorpresa, Susana Villarán. Solidaridad, que parecía no que presentaba plancha, va con Nano Guerra García que iba a lanzarse por el Partido Humanista de Yehude (...) Acción Popular intentará sorprender con Alfredo Barnechea.|24/12/2015|1405.15|164.45|0|8|Alfredo Ferrero Diez-Canseco|Hernando Guerra-García Campos|Neutro|2015-12
Televisión|Canal N|Primero a las Ocho|JNE evalúa informes contra Alan García, César Acuña y José Luna (Canal N)|El Jurado Nacional de Elecciones (JNE) informó que está evaluando tres informes contra el candidato por Alianza por el Perú, Alan García; el candidato por Alianza para el Progreso, César Acuña y el congresista José Luna. Otros investigados son la exprimera dama, Eliane Karp, el candidato por Solidaridad Nacional, Nano Guerra García, y el presidente Ollanta Humala.|31/12/2015|1666||119||Alberto Kuroiwa Bermejo|Hernando Guerra-García Campos|Negativo|2015-12
Medio Impreso|Expreso|Expreso|Castañeda pone plazos a grandes obras en Lima|Entrevista al alcalde de Lima, Luis Castañeda Lossio. (...) ¿Cómo así Solidaridad Nacional tiene de candidato presidencial a 'Nano' Guerra García, quien supuestamente estaba en las antípodas políticas? No son antípodas políticas, porque tiene la misma vocación de preocuparse por los que menos tienen, que es la de Solidaridad Nacional. Los términos derecha e izquierda son por demás obsoletos. Quien más ha hecho por lo necesitados somos nosotros, con las escaleras, losas deportivas, muros de contención, clubes zonales, etc. -¿A qué apuntan con alguien que era cercano a Yehude Simon y Susana Villarán, quienes siempre lo critican a usted? La democracia es ser tolerante. Apuntamos a lo que todos apuntan, a ganar las elecciones.|27/12/2015|12453.69|1706.28|0|2|Luis Castañeda Lossio|Hernando Guerra-García Campos|Positivo|2015-12
Radio|Radio San Borja|San Borja Noticias -Tarde |Entrevista al legislador Gustavo Rondón (San Borja|).Enlace telefónico. El congresista de Solidaridad Nacional Gustavo Rondón precisó que la Comisión de Fiscalización ha solicitado información a la Superintendencia de Banca, Seguros y AFP para continuar con la investigación sobre las agendas de Nadine Heredia. Agregó que el informe final sobre ese caso debería ser publicado en febrero. Rondón anunció que la campaña presidencial de Hernando “Nano” Guerra García empezará el 7 de enero.|28/12/2015|772.54||722||Gustavo Bernardo Rondón Fudinaga|Hernando Guerra-García Campos|Positivo|2015-12
Televisión|Capital|Contra Corriente |“Nano” Guerra García lanzó nuevo spot (Capital TV)|El candidato presidencial de Solidaridad Nacional, Hernando “Nano” Guerra García, lanzó un nuevo spot a través de internet.|29/12/2015|640.5||183||Mariella Patriau|Hernando Guerra-García Campos|Negativo|2015-12
Radio|Radio Nacional|Nacional en la Noticia|Entrevista al congresista Martín Belaunde Moreyra (Nacional)|Entrevista. El congresista Martín Belaunde Moreyra analizó la situación de la política peruana, en ese sentido, consideró que los procesos de renovación de la clase política deben ser graduales. De otro lado, dio alcances de la economía peruana y los temas por resolver en cuanto a pobreza y pobreza extrema. Asimismo, refirió a la inseguridad ciudadana que incrementa en el país, y propuso la mejora de la inteligencia policial a fin de acabar con esta problemática, en tanto, opinó sobre la proporcionalidad de las penas en referencia al caso de Silvana Buscaglia, quien fue condenada a seis años de prisión por agredir a un policía. Más adelante, destacó la designación de Hernando Guerra García en la fórmula presidencial de Solidaridad Nacional.|28/12/2015|1340.9||1265||Martin Belaunde Moreyra|Hernando Guerra-García Campos|Positivo|2015-12
Televisión|Canal N|N Portada|Nano Guerra García lanza primer spot de campaña (Canal N)|Entrevista. Nano Guerra García, candidato presidencial de Solidaridad Nacional, lanzó su primer spot de campaña. Al respecto, Jorge Villacorta, integrante del partido Peruanos por el Kambio, comentó que lo absurdo es que Nano Guerra es el candidato de Castañeda, de “roba pero hace obras” y está dando una lección de transparencia y dignidad.|29/12/2015|5908||422||Jorge Villacorta Carranza|Hernando Guerra-García Campos|Negativo|2015-12
