Tipo|Medio General|Medio Específico|Título|Resumen|Fecha Emisión|Valorización|Cm2|Duración|Página|Personajes|Candidatos 2016|Tono|Mes Emisión
Medio Impreso|Hildebrandt en sus trece|Hildebrandt en sus trece|Conservadurismo de izquierda - David Roca Basadre|Parece que al izquierda , por oscuros designios, terminó en la ""unidad"". Y ya está: Verónika Mendoza es al candidata de la izquierda con el Frente Amplio y , a pesar del pataleo de varios, Marco Arana es parte de la plancha presidencial como candidato a primer vicepresidente. Como ya sabemos, el probo llamado Únete, suma de siglas y ganas electorales que aparecen cada cuatro y cinco años, luego de pasar por las mañas y manías de Yehude y de los señores Alcántara, debió olvidar orgullos, bajar el moño y buscar al Frente Amplio. Así que, por fin, la ""unidad"". Le falta una última prueba que es la elección para candidatos congresales, Si logra superar eso, podremos decir que la .tesis de que con la ""unidad"" de esa izquierda se logran victorias (o al menos bastantes votos) se pondrá a prueba. (...) La enorme base social de respaldo de esa izquierda fue destruida, como todo en el país, por la conjunción de tres personajes siniestros: Abimael Guzmán, que atacaba a toda organización social que no podía controlar, asesinando dirigentes; Alan García Pérez, mediante un gobierno desolador que precarizó al extremo a la población, que así empezó a ser presa fácil del clientelaje; y Alberto Fujimori, gran desarticulador de sindicatos y de movimientos sociales de base mediante el asistencialismo más feroz.|18/12/2015|2994.6|651.64|0|19|David Roca Basadre|Verónika Mendoza Frisch|Positivo|2015-12
Medio Impreso|Correo|Correo - Suplemento especial|FA pide Invitar a Veróika Mendoza a CADE 2015|El dirigente del Frente Amplio Pedro Frankle cuestionó a la organización de la Conferencia Anual de Ejecutivos (CADE) 2015 por no invitar a la candidata presidencial de esa agrupación política, Verónika Mendoza.|03/12/2015|601.77|84.58|0|4|Pedro Andrés Francke Ballvé|Verónika Mendoza Frisch|Positivo|2015-12
Medio Impreso|La República|La República|El 36% de peruanos todavía no deciden por quién votar el 2016|Si bien hasta el momento el partido político con mayor respaldo en intención de voto es Fuerza Popular, que tiene 30%, el último sondeo de GfK revela otra cifra estadística mayor, que seguramente será materia de análisis de los jefes de campaña: un 36% de peruanos aún no sabe por quién votará en las elecciones generales del 2016. (...) David Sulmont destacó que Fuerza Popular y el Apra son los dos únicos partidos de esta campaña que tienen ""identidades políticas formadas en el país"". Eso no ocurre con los partidos de César Acuña y Pedro Pablo Kuczynski.|21/12/2015|7390.24|1100.06|0|7|Luis Benavente Gianella|Verónika Mendoza Frisch|Neutro|2015-12
Web|Correo|diariocorreo.pe|¿Usted entiende esto? - Juan Carlos Valdivia|Con Nadine trabajaron por un tiempo Verónica Mendoza y Sergio Tejada que se han reunido con Marisa Glave y otros exregidores de Villarán para impulsar un proyecto de izquierda...De Villarán también fue socio Vladimiro Huaroc en Fuerza Social (fundada por el primero, pero que se la quedo la segunda). Hoy Huaroc es candidato a la vicepresidencia por el fujimorismo. Huaroc ha sido funcionario de este gobierno en la PCM, donde compartió labores con Julio Guzmán, también exfuncionario de este gobierno y autodenominado “outsider”. Otra socia de Villarán ha sido Anel Townsend, quien ahora es candidata con Acuña.|23/12/2015|702.1||0||Juan Carlos Valdivia|Verónika Mendoza Frisch|Neutro|2015-12
Medio Impreso|Diario Uno|Diario Uno|A los compañeros frenteamplistas - Carlos Alonso bedoya|Ahora que empieza e! Congreso del Frente Amplio (coalición integrada por Tierra y Libertad. Sembrar y otros grupos cuya candidata presidencial es Verónika Mendoza), los delegados plenos, quienes tomarán las decisiones de cara al 2016, en especial la política de alianzas, deben considerar al enemigo principal: el fujimorismo y las implicancias de las elecciones de abril próximo, no solo para elegir al gobierno, sino como punto importante para varios años de la política peruana en adelante.|05/12/2015|2530.75|265.54|0|8|Carlos Alonso Bedoya|Verónika Mendoza Frisch|Positivo|2015-12
Web|La República|larepublica.pe|Rechazan ausencia de Verónika Mendoza en CADE|La exclusión de Verónica Mendoza, candidata del Frente Amplio, en la Conferencia Anual de Ejecutivos (CADE) 2015 molestó a varios gremios de la región Puno. Para la Asociación de Productores de Productos Nativos del Sur, su ausencia revela que los poderes económicos quieren opacarla...“Osea, nos quieren meter por los ojos sólo a cuatro candidatos. Los demás no existen para los empresarios. Eso revela su cultura sectaria e imposición neoliberal”, precisó Aurelio Mamani, presidente de dicho gremio.|07/12/2015|1014.43||0||Alberto Eugenio Quintanilla Chacon|Verónika Mendoza Frisch|Positivo|2015-12
Web|Exitosa|exitosadiario.pe|Marco Arana sobre la alternancia de género: ?En la lista debe haber una mujer y un hombre?|Entrevista. Marco Arana, dirigente del movimiento político Tierra y Libertad.-Hablando sobre la participación de las mujeres en la política, el Frente Amplio ha sugerido que Keiko debata con Verónika Mendoza, ¿por qué debería aceptar el fujimorismo?.-Yo creo que es un desprecio absoluto de Keiko Fujimori no aceptar el desafío de debatir con Verónika Mendoza. Primero porque las mujeres en el país representan la mitad del electorado peruano, cuando Keiko se niega a debatir con Verónika Mendoza lo que nos está diciendo es que el 50% de electores mujeres no le importan porque ya está a la cabeza y está segura. Keiko haría mal en rehuir al debate con la única candidata mujer que representa al cambio. ¿O Keiko le tiene miedo a Verónika Mendoza?|07/12/2015|71.5||0||Marco Antonio Arana Zegarra|Verónika Mendoza Frisch|Positivo|2015-12
Medio Impreso|El Men|El Men|Tres golpes|El dirigente del Frente Amplio, Pedro Francke, propuso a los organizadores del CADE 2015 invitar a la candidata presidencial Verónika Mendoza, para que exponga sus propuestas de gobierno.|03/12/2015|313.04|86.3|0|3|Pedro Andrés Francke Ballvé|Verónika Mendoza Frisch|Positivo|2015-12
Web|RPP|rpp.com.pe|Proponen debate entre Verónika Mendoza y Keiko Fujimori sobre DD.HH.|Pedro Francke, dirigente del Frente Amplio (FA), planteó que las candidatas presidenciales Keiko Fujimori y Verónika Mendoza sostengan un debate sobre el derecho de las mujeres y los derechos humanos.|07/12/2015|1700.92||0||Pedro Andrés Francke Ballvé|Verónika Mendoza Frisch|Positivo|2015-12
Web|La República|larepublica.pe|García Núñez dice que apoyará a Verónika Mendoza|Gonzalo García Núñez juramentó como el nuevo presidente de Únete y anunció que su grupo apoyará a Verónika Mendoza, candidata presidencial por el Frente Amplio. .Únete integrará la lista de candidatos 2016 al Congreso del Frente Amplio. . .El grupo que lidera García Núñez podrá colocar 20 candidatos de los 130 que presentará el Frente Amplio en acuerdo con otras agrupaciones de izquierda y movimientos de la sociedad civil del país.|17/12/2015|1014.43||0||Gonzalo García Núñez|Verónika Mendoza Frisch|Positivo|2015-12
Web|El Comercio|elcomercio.pe|Grupos de izquierda apoyarán candidatura de Verónika Mendoza|La confluencia de grupos de izquierda Únete por otra Democracia acordó respaldar a la candidata presidencial del Frente Amplio, Verónika Mendoza, anunció el dirigente de ese bloque partidario, Sigifredo Velásquez.|12/12/2015|5994.53||0||Sigifredo Marcial Velásquez Ramos|Verónika Mendoza Frisch|Positivo|2015-12
Medio Impreso|Diario Uno|Diario Uno|El voto inesperado - César Lévano|La encuestadora lmasen halló una sorpresa en su sondeo llevado a cabo entre el 26 de noviembre y el 1 de diciembre. A la pregunta: ¿usted votaría por alguien de izquierda para la presidencia de la República?"", 7.2 por ciento respondió: ""definitivamente sí"", y 19.5 declaró: ""probablemente sí"". En suma, un potencial 26.7 por ciento (...) Por lo demás, Imasen confirma en sus puestos a los candidatos favoritos de la Conferencia Anual de Empresarios (CADE). Keiko Fujimori está en la punta, con 33.2 por ciento. Le siguen PPK, con 15.4; César Acuña, con 10.9 y Alan García, con 8.6. Alejandro Toledo obtuvo 4.6 y Verónika Mendoza 2.0. En la lista que, bajo el rubro de otros, cosecha colectivamente 2.8 por ciento figuran Ántero Flores-Aráoz, Romulo Mucho, Miguel Hilario, Renzo Reggiardo, Julio Guzmán, Alfredo Barnechea, José Luna, Gonzalo García, Nono Guerra Garcia, Ricardo Belmont y Hernando de Soto|04/12/2015|2339.75|245.78|0|2|César Lévano|Verónika Mendoza Frisch|Neutro|2015-12
Medio Impreso|El Comercio|El Comercio Cuerpo A|Los planes de gobierno - Felipe Ortiz de Zevallos|En los primeros días del próximo año, además de sus planchas para la elección presidencial, los partidos y alianzas en competencia deberán registrar sus planes de gobierno para el período 2016-2021. No resulta muy creíble que la delincuencia o la corrupción puedan reducirse efectivamente sin reformas relevantes paralelas en el Poder Judicial, las que, por su naturaleza transcendente, deben proyectar su vigencia más allá del próximo lustro. (...) “El pasado no está muerto, ni siquiera es pasado” dijo William Faulkner. Un peligro en los planes de gobierno 2016-2021 de Keiko Fujimori y Pedro Pablo Kuczynski es que resulten solo versiones actualizadas y mejoradas de los que presentaron hace un lustro.|26/12/2015|9267.82|635.99|0|24|Felipe Ortiz de Zevallos|Verónika Mendoza Frisch|Neutro|2015-12
Televisión|Canal N|N Portada|Congresista Sergio Tejada se refirió a proceso para elección de candidato presidencial en la izquierda (Canal N)|El congresista Sergio Tejada dijo que el proceso de democracia interna en Unidad Democrática contó con la verificación de la ONPE pero hubo sectores que han denunciado un supuesto fraude. Añadió que él es partidario de respetar los resultados que dan a Andrés Alcántara como ganador pero añadió que él reconoce el liderazgo de la precandidata Verónika Mendoza.|09/12/2015|3360||240||Sergio Fernando Tejada Galindo|Verónika Mendoza Frisch|Positivo|2015-12
Web|Andina|andina.com.pe|En enero empezará ""lucha frontal"" por conquistar segundo lugar en encuestas|Los próximos meses de campaña electoral se caracterizarán por ser una ""lucha frontal"" por conquistar el segundo lugar de las preferencias electorales, en la que el factor Daniel Urresti jugará un rol importante, manifestó hoy el analista político, Luis Benavente. ""Se van a concentrar en una lucha frontal por el segundo lugar porque lo otro (buscar el primer lugar) va a llevar a un desgaste demasiado grande y las posibilidades son mínimas"", precisó. ..Por tanto, indicó que Pedro Pablo Kuczynski, Alan García, César Acuña y Alejandro Toledo, concentrarán sus estrategia de campaña en confrontar con sus oponentes directos para sumar más votos y alcanzar la segunda vuelta.|17/12/2015|98.6||0||Luis Benavente Gianella|Verónika Mendoza Frisch|Neutro|2015-12
Medio Impreso|Exitosa|Exitosa Diario|Susel Paredes postulará al Congreso por el Frente Amplio|Exfuncionaria de confianza de Susana Villarán anunció su candidatura en la referida coalición de izquierda, pese a que hace varios meses tildó a Verónika Mendoza y Marco Arana de ""fundamentalistas"".|19/12/2015|3633.33|486.79|0|6|Susel Paredes Piqué|Verónika Mendoza Frisch|Negativo|2015-12
Web|Perú 21|peru21.pe|Apuntes electorales antes del CADE - Alfredo Ferrero|Las encuestas son foto de hoy y están lejos de definir aún el resultado de abril 10. A partir de esa fecha solo quedarán 2 y es otro partido donde las alianzas con los perdedores y el endose electoral tienen importancia. Keiko es la favorita pero todavía hay tela que cortar, aún no muestra planes ni equipo técnico. Alan debe subir su porcentaje actual, acostumbrado a venir de atrás, ha tenido un traspié con el Plan Bicentenario; Verónika Mendoza debe mejorar ese magro 2% y veremos si “las izquierdas se unen”; ¿Acuña seguirá subiendo y pasará al segundo lugar?; Toledo, en su alianza con el nacionalismo, ¿cuánto suma? o con Acción Popular, que parece va con Barnechea como presidente; PPK llegará al 20%, parece estancado y otros dicen que está bajando.|06/12/2015|1874.83|138.4|0||Alfredo Ferrero Diez-Canseco|Verónika Mendoza Frisch|Neutro|2015-12
Radio|Radio Nacional|Nacional en la Noticia|Entrevista al parlamentario Yonhy Lescano (Nacional)|Entrevista. El congresista de Acción Popular, Yonhy Lescano, señaló que la política se está desnaturalizando por culpa de los intereses personales, en referencia a algunas planchas presidenciales formadas de cara a las elecciones del 2016. En ese sentido, destacó que su partido no ha suscrito alguna alianza electoral y agregó que como militante impulsará la campaña de Alfredo Barnechea, candidato a la presidencia por el acciopopoulismo. De otro lado, Lescano analizó las coaliciones políticas y criticó la poca consistencia de la unión entre el APRA y el Partido Popular Cristiano. Asimismo, refirió a la plancha presidencial del partido Fuerza Popular, en esa línea, instó a la población a analizar bien por quien votarán para evitar los errores pasados. Lescano añadió que Acción Popular ya eligió a la lista parlamentaria para el 2016, remarcando que la ONPE ha supervisado la validez de los comicios internos.|21/12/2015|1694.94||1599||Yonhy Lescano Ancieta|Verónika Mendoza Frisch|Negativo|2015-12
Web|Perú 21|peru21.pe|¡Desde mayo-2014, juez Abel Concha! - Aldo Mariátegui|¿Qué mejor muestra de que la PUCP está tomada por los rojos y caviares que nada menos que el actual decano de la Facultad de Ciencias Sociales, Alan Fairlie, integre la plancha presidencial de la candidata comunista Verónika Mendoza? Los padres deberían pensárselo bien antes de meter a sus hijos allí y les terminen lavando la cabeza con rojerío y caviarismo.|21/12/2015|1874.83||0||Aldo Mariátegui Bosse|Verónika Mendoza Frisch|Negativo|2015-12
Web|La República|larepublica.pe|por el jirón renovación, la victoria - Augusto Álvarez Rodrich|Algunos cambios se adelantan a los resultados precisamente para buscar buenos resultados. Es lo que acaba de hacer Keiko Fujimori al anunciar que 18 de los actuales congresistas naranjas no irán a la reelección, algunos por voluntad propia y otros por decisión de ella, incluyendo a Martha Chávez, Luisa María Cuculiza y Alejandro Aguinaga.. En el Apra, por su parte, un resultado como ese llevaría a pensar a los compañeros que diez años fuera del poder –y para que no sean quince– es una oportunidad para pensar en alternativas a Alan García. ¿El momento de Enrique Cornejo?. .Donde también hay una renovación en marcha es en la izquierda, la cual se ha descuajeringado, una expresión de lo cual es la presencia de Susana Villarán en el nacionalismo ‘salvaje’ de Daniel Urresti, de Vladimir Huároc en el fujimorismo, y de Anel Townsend en Alianza para el Progreso de César Acuña.|30/12/2015|1014.43||0||Augusto Álvarez Rodrich|Verónika Mendoza Frisch|Neutro|2015-12
Medio Impreso|Correo|Correo|¿Y así nos quieren gobernar? -Iván Slocovich Pardo|Una lástima que en estas elecciones en el Perú no ta, una vez más, al menos una opción oral de izquierda que sea moderna, respetuosa de los derechos humanos, seria, coherente y cohesionada, porque lo que se ve hasta ahora con el Frente Amplio y Unidad Democrática es un verdadero desastre que no hace más que confirmar que esta gente solo está para quejarse, opinar, fomentar paros, frenar la minería y hacer diagnósticos en sus ONG, pero no para convertirse en una alternativa de gobierno. ¿Qué nos ofrece hoy la izquierda? Por un lado está el Frente Amplio con Verónika Mendoza a la cabeza, quien no se atreve a hacer un claro deslinde con la dictadura venezolana de Nicolás ""Nico"" Maduro. la que viola derechos humanos, roba y tiene al hambre a sus ciudadanos.|07/12/2015|1970.18|206.34|0|11|Iván Slocovich Pardo|Verónika Mendoza Frisch|Neutro|2015-12
Web|El Comercio|elcomercio.pe|Marco Arana y Alan Fairlie van como plancha de Verónika Mendoza|La candidata presidencial del Frente Amplio, Verónika Mendoza, presentó hoy a su plancha presidencial. El líder de Tierra y Libertad, Marco Arana, será su primer vicepresidente y el economista Alan Fairlie, su segundo.|20/12/2015|5994.53||0||Marco Antonio Arana Zegarra|Verónika Mendoza Frisch|Positivo|2015-12
Medio Impreso|Diario Uno|Diario Uno|Verónika es la opción de la izquierda|La ex regidora limeña, Marisa Glave descartó ayer que pueda hablarse en rigor de que haya dispersión de la izquierda en la campaña electoral, pues Verónika Mendoza, del Frente Amplio, es claramente la candidata del cambio, de la renovación de la política y de la izquierda en el proceso electoral en marcha. (...) Se refirió tácitamente a Susana Villarán, candidata a la vicepresidencia del nacioalista Daniel Urresti: Vladimiro Huaroc que se encuentran en las filas de Keiko Fujimori. Glave citó el caso de Urresti y subrayo que no puede ninguna manera ser considera candidato de izquierda o pregresista, pues representa a un gobierno caracterizado por la influencia decisiva del Ministerio de Economía.|27/12/2015|9637.14|585.93|0|3|Antonio Zapata Velasco|Verónika Mendoza Frisch|Negativo|2015-12
Medio Impreso|Gestión|Gestión|Mendoza pretende regular el contenido de los medios|La candidata presidencial del Frente Amplio, Verónika Mendoza, señaló que en un virtual gobierno suyo el Estado tendrá la potestad de regular el contenido de los medios de comunicación. “Es totalmente legítimo que el Estado tenga un rol regulador y sancione cuando no se respeten las normas. No por gusto hemos tenido movilizaciones ciudadanas contra la televisión basura”, comentó en Canal N. (...) En tanto, el vocero de Peruanos Por el Kambio, Carlos Bruce, informó que cualquier tipo de regulación del Gobierno central son ideas contrarias a la visión de su líder, Pedro Pablo Kuczynski. (...) Marco Arana, integrante de la fórmula presidencial del Frente Amplio, advirtió que César Acuña podría usar la política para sus fines personales. “Me preocupa que entren a saquear el Estado, que usen la política para sus beneficios. Y de eso ya estamos cansados en el país”, comentó en Ideeleradio.|16/12/2015|4753.65|318.71|0|27|Omar Quesada Martínez|Verónika Mendoza Frisch|Negativo|2015-12
Medio Impreso|Diario Uno|Diario Uno|La campaña de César Acuña - Carlos Alonso Bedoya|La gran cantidad de dinero que ha metido para posicionarse, junto con la ausencia de una opción potente (electoralmente hablando) en el sector centro-izquierda del espectro político nacional, le han permitido a Cesar Acuña romper el escenario construido por la derecha y la prensa concentrada que alenta a Keiko Fujimori, PPK y Alan García como los bolos fijos para resol ver las elecciones del 2016. Con ello, el dueño de la Universidad César Vallejo se ha colocado como un polo de atracción para diversos grupos y personajes de la política peruana que andan buscando una combi con posibilidades. (...) Críticas al modelo económico, enfrentamiento con El Comercio y remixes de Pensión 65 y Beca 18 no se harán esperar. También sus jales de centro y los posibles tales de izquierda ante el caos en que ha resultado un acuerdo electoral amplio en ese campo), expresarán la línea Favre. No sorprenda que Marisol Espinoza o el propio Sergio Tejada terminen como invitados en la lista de Acuña.|12/12/2015|2578.5|270.23|0|6|Carlos Alonso Bedoya|Verónika Mendoza Frisch|Neutro|2015-12
Medio Impreso|Expreso|Expreso|Milagros Leiva- Politwiters|Favre debe estar frotándose las manos, Vero debe estar pensando felizmente no jalamos a Susana y Acuña está comiendo cancha como ganador.|22/12/2015|104.34|17.07|0|6|Norma de los Milagros Leiva Gálvez|Verónika Mendoza Frisch|Neutro|2015-12
Medio Impreso|Gestión|Gestión|Mendoza pretende regular el contenido de los medios|La candidata presidencial del Frente Amplio, Verónika Mendoza, señaló que en un virtual gobierno suyo el Estado tendrá la potestad de regular el contenido de los medios de comunicación. “Es totalmente legítimo que el Estado tenga un rol regulador y sancione cuando no se respeten las normas. No por gusto hemos tenido movilizaciones ciudadanas contra la televisión basura”, comentó en Canal N. (...) En tanto, el vocero de Peruanos Por el Kambio, Carlos Bruce, informó que cualquier tipo de regulación del Gobierno central son ideas contrarias a la visión de su líder, Pedro Pablo Kuczynski. (...) Marco Arana, integrante de la fórmula presidencial del Frente Amplio, advirtió que César Acuña podría usar la política para sus fines personales. “Me preocupa que entren a saquear el Estado, que usen la política para sus beneficios. Y de eso ya estamos cansados en el país”, comentó en Ideeleradio.|16/12/2015|4753.65|318.71|0|27|Luz Filomena Salgado Rubianes|Verónika Mendoza Frisch|Negativo|2015-12
Medio Impreso|El Comercio|El Comercio Cuerpo A|Verano de definiciones|Solo un candidato ha logrado ganar la presidencia; en las últimas tres elecciones, luego de haber liderado la intención de voto en diciembre. Fue Alejandro Toledo en el 2001. Ni Lourdes Flores ni Luis Castañeda pudieron celebrar una victoria en el 2006 y 2011, respectivamente.|28/12/2015|10018|1560.21|0|2|Luis Benavente Gianella|Verónika Mendoza Frisch|Neutro|2015-12
Medio Impreso|Exitosa|Exitosa Diario|Susel Paredes se va con bronca del Frente Amplio|Ex funcionaria de la Municipalidad de Lima niega que vaya a sumarse a las filas del nacionalismo. Según fuentes de Peruanos por el Kambio, la exregidora y excandidata al Congreso por el Partido Socialista, conversó con Fernando Rospigliosi, miembro del equipo de trabajo de esta agrupación, pero no tendría muchas posibilidades de ser parte de la lista parlamentaria. (...) Como se recuerda, hace unos meses, Susel Paredes cuestionó a Verónika Mendoza y Marco Arana, hoy candidatos a la presidencia y vicepresidencia por el Frente Amplio, por tener una supuesta postura antidemocrática sobre la crisis política en Venezuela.|24/12/2015|2227.84|298.76|0|4|Susel Paredes Piqué|Verónika Mendoza Frisch|Negativo|2015-12
Web|Gestión|gestion.pe|Mendoza pretende regular el contenido de los medios|La candidata presidencial del Frente Amplio, Verónika Mendoza, señaló que en un virtual gobierno suyo el Estado tendrá la potestad de regular el contenido de los medios de comunicación...“Es totalmente legítimo que el Estado tenga un rol regulador y sancione cuando no se respeten las normas. No por gusto hemos tenido movilizaciones ciudadanas contra la televisión basura”, comentó en Canal N. En tanto, el vocero de Peruanos Por el Kambio, Carlos Bruce, informó que cualquier tipo de regulación del Gobierno central son ideas contrarias a la visión de su líder, Pedro Pablo Kuczynski..|16/12/2015|295.49||0||Luz Filomena Salgado Rubianes|Verónika Mendoza Frisch|Negativo|2015-12
