Tipo|Medio General|Medio Específico|Título|Resumen|Fecha Emisión|Valorización|Cm2|Duración|Página|Personajes|Candidatos 2016|Tono|Mes Emisión
Medio Impreso|Diario Uno|Diario Uno|El voto inesperado - César Lévano|La encuestadora lmasen halló una sorpresa en su sondeo llevado a cabo entre el 26 de noviembre y el 1 de diciembre. A la pregunta: ¿usted votaría por alguien de izquierda para la presidencia de la República?"", 7.2 por ciento respondió: ""definitivamente sí"", y 19.5 declaró: ""probablemente sí"". En suma, un potencial 26.7 por ciento (...) Por lo demás, Imasen confirma en sus puestos a los candidatos favoritos de la Conferencia Anual de Empresarios (CADE). Keiko Fujimori está en la punta, con 33.2 por ciento. Le siguen PPK, con 15.4; César Acuña, con 10.9 y Alan García, con 8.6. Alejandro Toledo obtuvo 4.6 y Verónika Mendoza 2.0. En la lista que, bajo el rubro de otros, cosecha colectivamente 2.8 por ciento figuran Ántero Flores-Aráoz, Romulo Mucho, Miguel Hilario, Renzo Reggiardo, Julio Guzmán, Alfredo Barnechea, José Luna, Gonzalo García, Nono Guerra Garcia, Ricardo Belmont y Hernando de Soto|04/12/2015|2339.75|245.78|0|2|César Lévano|Julio Guzmán Cáceres|Neutro|2015-12
Medio Impreso|El Comercio|El Comercio Cuerpo A|Los planes de gobierno - Felipe Ortiz de Zevallos|En los primeros días del próximo año, además de sus planchas para la elección presidencial, los partidos y alianzas en competencia deberán registrar sus planes de gobierno para el período 2016-2021. No resulta muy creíble que la delincuencia o la corrupción puedan reducirse efectivamente sin reformas relevantes paralelas en el Poder Judicial, las que, por su naturaleza transcendente, deben proyectar su vigencia más allá del próximo lustro. (...) “El pasado no está muerto, ni siquiera es pasado” dijo William Faulkner. Un peligro en los planes de gobierno 2016-2021 de Keiko Fujimori y Pedro Pablo Kuczynski es que resulten solo versiones actualizadas y mejoradas de los que presentaron hace un lustro.|26/12/2015|9267.82|635.99|0|24|Felipe Ortiz de Zevallos|Julio Guzmán Cáceres|Neutro|2015-12
Web|La República|larepublica.pe|Promesas 2016|No votar por Keiko, ni por Alan, ni por Acuña, ni por Urresti, ni por Toledo, ni por Ántero, ni por Belmont, ni por Gregorio Santos, ni por Yehude, ni por Reggiardo, ni por Nano, ni por Julio Guzmán, ni por Verónika Mendoza, ni por los otros pitufos. Ni en primera ni en segunda vuelta.|27/12/2015|1014.43||0||Renato Cisneros|Julio Guzmán Cáceres|Negativo|2015-12
Radio|Exitosa|Juan Carlos Tafur en Exitosa|Análisis de la situación política – electoral por Pedro Tenorio (Exitosa)|Entrevista. El periodista y analista político Pedro Tenorio dio un balance de la situación política – electoral. En primer lugar, sostuvo que la decisión de Keiko Fujimori no ha sido improvista, sino que formaría parte de una estrategia electoral. Asimismo, hizo referencia a la militancia de Luisa María Cuculiza, Martha Chávez y Alejandro Aguinaga avocado a su padre, Alberto Fujimori. En ese aspecto, hizo comparación de la percepción de sectores C y D a candidatos como PPK o Alan García, en este último – agregó – le haría falta la construcción de una imagen menos tradicional. Más adelante, puntualizó que César Acuña tendría un 8% de aceptación (y no 25%) y no descartó que Julio Guzmán o Alfredo Barrenechea llamen la atención de la población. Finalmente, Tenorio hizo énfasis en la continuidad de reformas de diversos sectores y apreciar la situación de la economía nacional. No desmereció el reconocimiento de Pedro Chlimper, Martín Vizcarra o Lourdes Flores sobre temas nacionales o la necesidad de función de un sistema de economía abierta y sancionar irregularidades; recordó el caso de concertación de precios entre dos conocidas papeleras y falta de pronunciamiento de la Confiep o empresarios.|30/12/2015|3124.17||1653||Pedro Tenorio Narváez|Julio Guzmán Cáceres|Neutro|2015-12
Televisión|TV Perú 7.3|Desde la radio |Entrevista al congresista Mesías Guevara Amasifuén (TV Perú 7.3)|Entrevista. El congresista Mesías Guevara Amasifuén, precandidato presidencial por Acción Popular (AP), exigió a los postulantes al Sillón de Pizarro a informar a la población cuáles son sus propuestas para combatir la impunidad. Indicó que esto es importante al considerar que la impunidad es la madre de la corrupción, flagelo que “engendra a la pobreza, inseguridad ciudadana y todos los males habidos y por haber”. En “Desde la radio”, destacó que todos los proyectos de ley que presentó durante su labor parlamentaria estuvieron inspirados en las enseñanzas legadas por sus líderes políticos Fernando Belaunde Terry y Valentín Paniagua Corazao. Más adelante, informó que la Oficina Nacional de Procesos Electores supervisará las elecciones internas de AP este domingo 20 de diciembre. Finalmente, sostuvo que él no tiene tanta plata como César Acuña Peralta para llevar con holgura una campaña electoral. “Tengo dinero para vivir con dignidad, pero no para comprar conciencias”, sentenció Guevara. .|17/12/2015|0||1120||Alberto Ku King|Julio Guzmán Cáceres|Positivo|2015-12
Medio Impreso|Trome|Trome|Villarán en reuniones|La exalcaldesa de Lima, Susana Villarán, quien hace días renunció a Fuerza Social, partido que ella misma fundó, aseguró que de todas maneras participará en las elecciones del próximo año con su chalina verde para ""evitar que el fujimontesinismo regrese"". Afirmó que por eso se ha reunido con César Acuña, Pedro Pablo Kuczynski, Alfredo Barnechea, Antero Flores-Aráoz, Yehude Simon, y líderes de Izquierda. Anunció que luego lo hará con Julio Guzmán. Dijo que su decisión la dará a conocer oportunamente.|13/12/2015|1209.63|55.99|0|10|Susana María del Carmen Villarán de la Puente|Julio Guzmán Cáceres|Neutro|2015-12
Medio Impreso|La República|La República|El reto de pasar de ser el rey de Facebook a buscar ganar una elección presidencial|Expertos aseguran que el siguiente paso de Julio Guzmán será clave para captar, en la vida real, el voto de los jóvenes, cuya atención ha captado con presencia en las redes sociales. Otros opinan que, más bien, ese éxito virtual se quedará en Internet.|25/12/2015|3307.3|679.8|0|8|Miguel Antonio Ugaz Gaviño|Julio Guzmán Cáceres|Neutro|2015-12
Medio Impreso|La República|La República|El reto de pasar de ser el rey de Facebook a buscar ganar una elección presidencial|Expertos aseguran que el siguiente paso de Julio Guzmán será clave para captar, en la vida real, el voto de los jóvenes, cuya atención ha captado con presencia en las redes sociales. Otros opinan que, más bien, ese éxito virtual se quedará en Internet.|25/12/2015|3307.3|679.8|0|8|Óscar Quintanilla|Julio Guzmán Cáceres|Neutro|2015-12
Web|Exitosa|exitosadiario.pe|""Incorporación de Meche Aráoz confirma que Peruanos por el Kambio es el partido de lobbistas""|Entrevista. Marco Arana, candidato a la vicepresidencia por Frente Amplio. (...) Usted señaló que le preocupa que César Acuña gane la Presidencia y entre a saquear al Estado…. .Hay tres cosas graves. Que el señor Acuña está procesado por usar fondos públicos cuando fue alcalde para conseguir votos. ¿El Poder Judicial está amarrado de manos o es cómplice? ¿El Jurado Nacional de Elecciones qué dice al respecto? ¿O el señor Acuña está teniendo el padrinazgo de las altas esferas del poder? Segundo: todas las investigaciones de sus fondos. Yo no tengo nada contra un señor que hace fortuna, pero el origen de esos fondos ¿cuándo se va a investigar? Y tercero: está metido en negocios de educación que como sabemos tienen exoneración tributaria, entonces ¿cómo es posible que usen este negocio para una campaña multimillonaria y eso genera una desventaja en la competencia electoral? ¿Dónde está la Sunat?|26/12/2015|71.5||0||Marco Antonio Arana Zegarra|Julio Guzmán Cáceres|Neutro|2015-12
Web|El Comercio|elcomercio.pe|Los planes de gobierno, por Felipe Ortiz de Zevallos|“El pasado no está muerto, ni siquiera es pasado” dijo William Faulkner. Un peligro en los planes de gobierno 2016-2021 de Keiko Fujimori y Pedro Pablo Kuczynski es que resulten solo versiones actualizadas y mejoradas de los que presentaron hace un lustro. Este flash-back puede incluso resultar más marcado en el caso de Alan García, quien vuelve a ser candidato presidencial después de una década. El mundo ha cambiado, el Perú es y no es el mismo país, mejor estamos en muchas cosas, algo peor en otras. Las prioridades deben realinearse. Los planes reencauchados del 2006 y 2011 ya no sirven de mucho. .|26/12/2015|5994.53||0||Felipe Ortiz de Zevallos|Julio Guzmán Cáceres|Neutro|2015-12
Medio Impreso|La República|La República|Guerra Virtual -Eduardo Dargent|Tengo una relación complicada con las redes sociales. Por un lado, ofrecen la posibilidad de enterarse en forma inmediata de debates, artículos y puntos de vista a los que sería difícil tener acceso. Además de permitir el maleteo y la conversación con los amigos en tiempo real. Los parciales de otros candidatos lo atacaron con todo, tal vez temiendo los costos de su crecimiento o simplemente porque se cruzan en el espacio virtual. Los PPKausas señalando que era una suerte de PPK Pulpín. Los seguidores de Verónika Mendoza y otros colectivos de izquierda criticaron su supuesta postura no ideológica, de ser un derechista disfrazado. Varios levantaron versiones sobre su financiamiento millonario. Fue tanto el movimiento que el genial El Panfleto tituló “Twitteros se independizan del Perú y llaman a 2da vuelta entre Julio Guzmán y Verónika Mendoza”.|19/12/2015|3560.75|424.97|0|5|Eduardo Dargent Bocanegra|Julio Guzmán Cáceres|Neutro|2015-12
Televisión|Canal ATV Plus|Hora Clave|Entrevista al analista político Juan Carlos Valdivia (ATV+)|Entrevista. El analista político Juan Carlos Valdivia señaló que Keiko Fujimori esta mostrando voluntad para ser presidente; y en ese sentido, está dispuesta a tomar decisiones drásticas como separar de la lista al congreso a sus figuras antiguas. Sobre Pedro Pablo Kuczynski opinó que le falta la alegría y la juventud de los jóvenes, pues ahora está rodeado de exintegrantes de Perú Posible. En cuanto a César Acuña, señaló que el líder de APP tiene poco conocimiento y mucha plata. Asimismo, resaltó el crecimiento en las encuestas de Julio Guzmán en los sectores A y B. En otro momento, mencionó que el partido de Fernando Olivera ha recibido la autorización del Jurado Nacional de Elecciones luego de haber cumplido la fecha límite establecida.|30/12/2015|5445||1089||Juan Carlos Valdivia|Julio Guzmán Cáceres|Positivo|2015-12
Web|El Comercio|elcomercio.pe|""Un mundo para Julio"", un perfil de Julio Guzmán|Julio Guzmán se queja de no contar con ‘plata como cancha’, pero tiene suficientes recursos como para hacer giras y saturar las redes con controversias que parecen provocadas por sus propios ‘community managers’. Tiene correligionarios influyentes, como Gonzalo Aguirre, la cabeza de IPAE y propulsor de los CADE, y ha despertado la simpatía de empresarios dispuestos a bancarse su reformismo. Total, parte sustancial de su prédica es proinversión, e insiste en la simplificación administrativa para emprendedores.|19/12/2015|5994.53||0||Fernando Vivas Sabroso|Julio Guzmán Cáceres|Positivo|2015-12
Radio|Exitosa|Juan Carlos Tafur en Exitosa|Entrevista al experto en redes y seguridad informática, Mario Shino (Exitosa)|Entrevista. En el marco de la campaña presidencial, el experto en redes y seguridad informática, Mario Shino, comentó acerca de la influencia de las redes sociales en la actualidad. En ese aspecto, destacó que el trasfondo va dirigido a la aceptación o popularidad, entre ellos están César Acuña y Julio Guzmán. Asimismo, indicó que Keiko Fujimori tiene la mayor interacción con los cibernautas, pero de manera negativa en su mayoría; pese a ello, en segundo lugar está PPK seguido de Acuña. Se recibieron llamadas del público.|24/12/2015|2685.69||1421||Mario Shino|Julio Guzmán Cáceres|Positivo|2015-12
Web|Perú.com|peru.com|Susana Villarán sí participará en elecciones contra el fujimorismo|La exalcaldesa de Lima Susana Villarán, a través de su cuenta de Facebook, anunció que participará en las Elecciones 2016 , a pesar que dijo en reiteradas oportunidades que no lo haría.. “Seguiré conversando con líderes políticos para unir esfuerzos y evitar que el fujimontesinismo regrese, ahora encarnado en Keiko. Lo he hecho hasta hoy con César Acuña, con PPK, con Alfredo Barnechea, con Antero Flores Araoz, con Yehude Simon, con muchos líderes y lideresas de base de las izquierdas en el país. Hoy lo haré con Julio Guzmán”, continuó su anunció.|12/12/2015|1975.45||0||Susana María del Carmen Villarán de la Puente|Julio Guzmán Cáceres|Neutro|2015-12
Medio Impreso|La República|La República|El fujimorismo ya ganó- Marco Sifuentes|El día que Susana Villarán anunció que había renunciado a ¿Fuerza Social? ¿Únete? ¿Unidad Democrática? ¿Todo a la vez? Nuestra ex alcaldesa alegó que su principal motivación política era ""evitar que el fujimorismo regrese al gobierno de nuestro querido Perú"". Algunos interpretaron (quizás ella misma también) que eso significaba que así quedaba justificado su eventual pase a la organización de César Acuña. (...) Después de todo, el PPC ya ha sido aliado de PPK, de Acuña y de Solidaridad. ¿Y ahora compite contra ellos? En el papel puede verse como una alianza de la derecha institucional pero y esto lo percibe cualquier persona medianamente informada es simplemente una medida desesperada para pasar la valla.|16/12/2015|2376.63|283.57|0|5|Marcos Sifuentes|Julio Guzmán Cáceres|Neutro|2015-12
Televisión|Willax|Mira Quién Habla|Entrevista al director Hashtag, Pablo Bermúdez (Willax)|Entrevista. El director Hashtag, Pablo Bermúdez, comentó sobre el uso de las redes sociales en época electoral. Se refirió a los equipos de Pedro Pablo Kuczynski y Keiko Fujimori.|17/12/2015|3800||475||Pablo Bermúdez|Julio Guzmán Cáceres|Neutro|2015-12
Medio Impreso|Correo|Correo|¿Usted entiende esto? - Juan Carlos Valdivia|Daniel Urresti era militar en actividad cuando fueron presidentes Alan García y Alberto Fujimori. Es durante el gobierno de García que a Urresti se le acusó de asesinar al periodista Hugo Bustíos. La señora Villarán -quien en su momento fue secretaria de la Comisión Nacional de Derechos Humanos- dice ser periodista, ha sido alcaldesa de Lima y ahora es candidata con Urresti. Villarán compartía asesoras con Nadine Heredia –jefa del partido de Urresti y Villarán-, las que almorzaban en Palacio y tomaban café en el Palacio Municipal. Con Nadine trabajaron por un tiempo Verónica Mendoza y Sergio Tejada que se han reunido con Marisa Glave y otros exregidores de Villarán para impulsar un proyecto de izquierda. De Villarán también fue socio Vladimiro Huaroc en Fuerza Social (fundada por el primero, pero que se la quedo la segunda). Hoy Huaroc es candidato a la vicepresidencia por el fujimorismo. Huaroc ha sido funcionario de este gobierno en la PCM, donde compartió labores con Julio Guzmán, también exfuncionario de este gobierno y autodenominado “outsider”. Otra socia de Villarán ha sido Anel Townsend, quien ahora es candidata con Acuña; PPK ha sido premier de Toledo.|23/12/2015|1252.88|131.5|0|11|Juan Carlos Valdivia|Julio Guzmán Cáceres|Neutro|2015-12
Medio Impreso|La República|La República - Suplemento Domingo|Promesas 2016 - Renato Cisneros|Ver de una vez por todas «El Despertar de la Fuerza» y dejar de sufrir los comentarios sembrados en las redes por maliciosos spoilers que no se compadecen de los fans de «Star Wars» que no hemos podido ver aún el nuevo episodio de la saga. He leído por ahí que muere Han Solo. Espero que se trate de una broma. Festejar con moderación los cuarenta años de mi nacimiento y, al hacerlo, colgar simbólicamente los chimpunes de los viejos desbandes con que antes solía homenajear esa efeméride. Casarme con Natalia delante de un código civil y, dos días después, delante de una gran cruz, y bailar el vals con empeñoso decoro frente a los invitados, y luego brindar con ellos y allí sí ahondar en los excesos con que es menester celebrar los acontecimientos felices que uno juzga definitivos. No votar por Keiko, ni por Alan, ni por Acuña, ni por Urresti, ni por Toledo, ni por Ántero, ni por Belmont, ni por Gregorio Santos, ni por Yehude, ni por Reggiardo, ni por Nano, ni por Julio Guzmán, ni por Verónika Mendoza, ni por los otros pitufos. Ni en primera ni en segunda vuelta.|27/12/2015|2549.04|817.44|0|23|Renato Cisneros|Julio Guzmán Cáceres|Negativo|2015-12
Medio Impreso|La República|La República|Perú Wars: El Despertar a la Fuerza - Marco Sifuentes|¿Ya pasaron las náuseas, Perú? ¿O todavía seguimos contemplando con estupor ese chocolateo de lealtades, ese festival de traiciones, esa radiografía del subdesarrollo también conocida como la lista de las 17 planchas de candidatos a la presidencia y vicepresidencia de nuestro país? Más allá del gravol, veamos algunas conclusiones en borrador. –Algo inédito: hasta los pitufos son parte del elenco estable. No hay (casi) pitufos desconocidos. Belmont, Yehude, Nano, Ántero, Goyo, Barnechea o Urresti son personajes que tranquilamente podrían obtener 2%. No les serviría, por supuesto, para pasar la valla del 5%. Así, la mayor amenaza para Keiko Fujimori, en la primera vuelta, no se encuentra en ninguno de los otros 16 candidatos. Estos saben que 1) no tienen forma de desplazarla y 2) les convendría más jugar a ser el mal menor ante Keiko en la segunda vuelta.|23/12/2015|2452.21|292.79|0|5|Marcos Sifuentes|Julio Guzmán Cáceres|Neutro|2015-12
Medio Impreso|Expreso|Expreso|Presidenciales 2016: Desenlace impensado puede ocurrir - César Gutiérrez|Hacer conjeturas sobre lo que podrá suceder en las elecciones presidenciales y legislativas del 2016, a menos de cuatro meses de su realización, es una tarea prematura, sin embargo en los agentes económicos se habían internalizado dos ideas: que Keiko Fujimori estará de todas maneras en competencia en la segunda vuelta y que el contendor saldría de la terna: Pedro Pablo Kuczynski (PPK), César Acuña y Alan García. Muy lejana comenzaba a emerger la idea de un desconocido que se hace llamar ""el outsider"", Julio Guzmán.|29/12/2015|1454.7|237.84|0|13|César Gutiérrez Peña|Julio Guzmán Cáceres|Positivo|2015-12
Radio|Exitosa|Exitosa Noticias|Entrevista al analista político Luis Benavente (Exitosa)|Vía telefónica. El analista político Luis Benavente comentó acerca de la campaña electoral y sobre las últimas encuestas. Sobre este último punto, no descartó que se den cambios en los porcentajes. En ese sentido, destacó el ascenso del candidato presidencial Julio Guzmán como ejemplo. Asimismo, consideró que la ciudadanía busca a otras opciones. Finalmente, se refirió acerca de la integración de la exalcaldesa Susana Villarán a la fórmula de Daniel Urresti.|21/12/2015|1455.3||770||Luis Benavente Gianella|Julio Guzmán Cáceres|Positivo|2015-12
Televisión|RPP|Las 5 de las 7|Entrevista a los analistas políticos Mijael Garrido Lecca y Juan Sheput (RPP TV)|Tema: Proceso electoral en marcha. Para Mijael Garrido Lecca han habido un movimiento de alianzas políticas que parecían más bien un mercado de pases de fútbol. Asimismo, indicó que hay una nueva generación de votantes que los políticos están subestimando. Por su parte, Juan Sheput señaló que a diferencia de otras campañas, hoy en día no hay tanta polarización. Seguidamente, resaltó el crecimiento en las encuestas de Julio Guzmán y Verónika Mendoza.|31/12/2015|2582.96||778||Juan Manuel Sheput Moore|Julio Guzmán Cáceres|Neutro|2015-12
Medio Impreso|Trome|Trome|Twitter|A este paso creo que voy a votar por Julio Guzmán, me parece la mejor opción, es preparado y no está acompañado de ladrones. Iván Becerra.|28/12/2015|439.86|18.31|0|2|Iván Becerra|Julio Guzmán Cáceres|Positivo|2015-12
Medio Impreso|El Comercio|El Comercio Cuerpo A|Un mundo para Julio|No tiene antivoto pero tampoco intención de voto: no llega al 1% en ninguna de las encuestas últimas. “Yo no le quito votos a ningún candidato"", me dice Julio Guzmán Cáceres (45). El statu quo es el mejor negocio para un montón de gente que está en el sistema. También he notado que mi entrada hace que algunos digan: ‘¿Y este tipo qué se cree?’” Pero lo primero que oí de ti fue que eras una suerte de mesías de CADE. “No me refiero a los empresarios sino a todo, a los que se creen dueños.|19/12/2015|56322.1|1589.23|0|8|Fernando Vivas Sabroso|Julio Guzmán Cáceres|Positivo|2015-12
Web|La República|larepublica.pe|Guerra Virtual - Eduardo Dargent|(...) Los parciales de otros candidatos lo atacaron con todo, tal vez temiendo los costos de su crecimiento o simplemente porque se cruzan en el espacio virtual. Los PPKausas señalando que era una suerte de PPK Pulpín. Los seguidores de Verónika Mendoza y otros colectivos de izquierda criticaron su supuesta postura no ideológica, de ser un derechista disfrazado. Varios levantaron versiones sobre su financiamiento millonario. . .Otros comentaristas discutían su ausencia de opiniones claras o informadas en temas como el matrimonio igualitario o la situación de Israel y Palestina. Y se cuestionó la supuesta ola, serían trucos de marketing y compra de publicidad. Fue tanto el movimiento que el genial El Panfleto tituló “Twitteros se independizan del Perú y llaman a 2da vuelta entre Julio Guzmán y Verónika Mendoza”..|19/12/2015|1014.43||0||Eduardo Dargent Bocanegra|Julio Guzmán Cáceres|Neutro|2015-12
Radio|Capital|Noche Abierta|Entrevista a Luis Benavente, director de Vox Populi (Capital).|En el programa Noche Abierta se presentó el director de Vox Populi, Luis Benavente, quien opinó sobre los próximos comicios generales del 2016, y las alianzas políticas. Asimismo, dio su parecer sobre los candidatos presidenciales Keiko Fujimori, Pedro Pablo Kuczynski, César Acuña, Alan García, Julio Guzmán y Alejandro Toledo. por su parte, el periodista Guillermo Giacosa manifestó que sacaron una nota en la cual dicen que Ricardo Belmont estaría financiando al candidato presidencial Julio Guzmán, pero al mismo tiempo incluyen en todo una nota sobre Lelio Balarezo. Giacosa dijo tener la impresión que Guzmán no tiene nada que ver con Balarezo. Llamada de los oyentes.|14/12/2015|9600.57||2799||Guillermo Giacosa|Julio Guzmán Cáceres|Positivo|2015-12
