Tipo|Medio General|Medio Específico|Título|Resumen|Fecha Emisión|Valorización|Cm2|Duración|Página|Personajes|Candidatos 2016|Tono|Mes Emisión
Medio Impreso|La Nación|La Nación|GP niega que Von Hesse haya renunciado|El vocero de la bancada de Gana Perú, Hugo Carrillo, aseveró que el ex ministro de Vivienda Milton von Hesse continua siendo precandidato de su agrupación. Esto, con miras a las elecciones 2016.|02/12/2015|476.1|90.69|0|2|Hugo Carrillo Cavero|Milton von Hesse La Serna|Positivo|2015-12
Web|Andina|andina.com.pe|Gana Perú: Von Hesse sigue siendo nuestro precandidato|. El vocero de la bancada Nacionalista Gana Perú, Hugo Carrillo, sostuvo hoy que el exministro de Vivienda, Milton Von Hesse, sigue siendo precandidato de su partido con miras a las elecciones generales de 2016.|01/12/2015|98.6||0||Hugo Carrillo Cavero|Milton von Hesse La Serna|Positivo|2015-12
Televisión|Canal ATV Plus|Hora Clave|Entrevista al parlamentario Santiago Gastañadui (ATV+)|Entrevista. El congresista Santiago Gastañadui comentó sobre la moción de censura presentada por su bancada contra el presidente de la Comisión de Fiscalización, Gustavo Rondón, la misma que acaba de ser rechazada. En ese contexto, indicó que ese grupo de trabajo se ha convertido en la “Comisión Nadine Heredia” lo cual le parece un abuso. Asimismo, lamentó que aun no se investigue a Keiko Fujimori por los supuestos aportes fantasmas a su campaña. En cuanto al precandidato presidencial por el Partido Nacionalista, aseguró que Milton Von Hesse sigue siendo esa figura, aunque reconoció que Daniel Urresti tendría mayor aceptación popular.|02/12/2015|6150||1230||Santiago Gastañadui Ramírez|Milton von Hesse La Serna|Positivo|2015-12
Medio Impreso|Exitosa|Exitosa Diario|Cita en el Country|El candidato presidencial César Acuña arma sus listas entre almuercitos y cócteles, La semana pasada vio al líder de Alianza para el Progreso entrar a un privado Country Club acompañado de Gisela Valcárcel y la experta en comercio exterior Patricia Teullet . ¿Qué tramaba tan sigilosamente?.|02/12/2015|433.6|58.69|0|2|Daniel Abugattás Majluf|Milton von Hesse La Serna|Neutro|2015-12
Web|El Comercio|elcomercio.pe|Von Hesse mantendría firme decisión de renunciar a candidatura|El precandidato del Partido Nacionalista Milton von Hesse participó ayer en una actividad en Carabaya, Puno, a más de 4.000 metros de altura. Fuentes de este Diario cercanas al ex ministro señalaron que continúa con la intención de hablar con el presidente Ollanta Humala, apenas este llegue a Lima desde París, para presentar su renuncia a la postulación.. El congresista Daniel Abugattás ratificó que hasta el momento no hay diálogo. Rechazó que su partido vaya a unirse con Alianza para el Progreso de César Acuña. “Los valores morales y éticos son fundamentales y no me gusta el accionar del señor”, indicó a este Diario..|02/12/2015|5994.53||0||Hugo Carrillo Cavero|Milton von Hesse La Serna|Neutro|2015-12
Televisión|RPP|Central de Informaciones |Congresista Josué Gutiérrez se pronuncia sobre presunta renuncia de Milton von Hesse a precandidatura presidencial (RPP TV)|Enlace en vivo. El congresista Josué Gutiérrez indicó que de manera oficial no ha renunciado el precandidato nacionalista Milton von Hesse. Sin embargo, sostuvo que Daniel Urresti, Daniel Abugattás y Ana Jara también son posibilidades para precandidatos del nacionalismo.|03/12/2015|976.82||221||Josue Manuel Gutiérrez Cóndor|Milton von Hesse La Serna|Neutro|2015-12
Medio Impreso|Exitosa|Exitosa Diario|Candidato de cómic|¿En la plancha del nacionalismo quién acompañará al hombre invisible?, le preguntaron a Daniel Abugattás en el Twitter, en referencia al precandidato Milton von Hesse. Lejos de refutar el mote que hace burla de la escasa visibilidad del exministro, el congresista respondió, ""Batman y Robin"".|02/12/2015|156.99|21.34|0|2|Daniel Abugattás Majluf|Milton von Hesse La Serna|Neutro|2015-12
Web|El Comercio|elcomercio.pe|Otárola: ""Urresti y Von Hesse serían precandidatos de polendas""|El congresista oficialista Fredy Otárola aseveró que tanto el ex ministro de Vivienda Milton von Hesse como el ex titular del Interior Daniel Urresti son buenos aspirantes para representar al Partido Nacionalista en las elecciones generales del 2016.|02/12/2015|5994.53||0||Fredy Rolando Otárola Peñaranda|Milton von Hesse La Serna|Positivo|2015-12
Televisión|RPP|RPP NOTICIAS - EDICIÓN MAÑANA |Nacionalismo vería con buenos ojos relanzamiento de precandidatura de Daniel Urresti (RPP TV)|El congresista Fredy Otárola afirmó que tanto Milton von Hesse como Daniel Urresti son dos precandidatos del nacionalismo que darían mucho que hablar. El parlamentario calificó de patrañas las denuncias contra Urresti quien fue acusado de presunta violación sexual y actualmente afronta un juicio por el crimen de Hugo Bustíos. Por su parte, legisladores de oposición consideraron que una eventual candidatura de Urresti no variaría la coyuntura electoral.|03/12/2015|698.36||158||Fredy Rolando Otárola Peñaranda|Milton von Hesse La Serna|Positivo|2015-12
Radio|Radio San Borja|San Borja|Declaraciones de Daniel Abugattás (San Borja)|Despacho. El congresista Daniel Abugattás sostuvo que no existe candidato ideal. “Me molesta campaña de demolición contra Milton von Hesse”, precisó.|02/12/2015|156.22||146||Daniel Abugattás Majluf|Milton von Hesse La Serna|Neutro|2015-12
Radio|Radio San Borja|San Borja|Alfonso Baella dice que la mejor opción para el nacionalismo es la candidatura de Daniel Urresti (San Borja)|El analista político Alfonso Baella Herrera afirmó que la candidatura de Milton Von Hesse está muerta y que la opción más útil para el nacionalismo sería la de Daniel Urresti. Además, afirmó que Julia Príncipe Trujillo debería estar en una posición de servicio al país, como la Defensoría, por la importancia de su trabajo, y no detrás de un partido político.|02/12/2015|52.43||49||Alfonso Baella Herrera|Milton von Hesse La Serna|Negativo|2015-12
Televisión|TV Perú|TV Perú Noticias Edición Matinal |Marisol Espinoza habló sobre renuncia de Von Hesse a precandidatura presidencial (Canal 7)|La vicepresidenta de la República, Marisol Espinoza, dijo que la renuncia de Milton von Hesse a la precandidatura presidencial por el Partido Nacionalista y la intención de Daniel Urresti de volver a la carrera electoral, se deben a que estamos en un país democrático.|05/12/2015|1911.44||116||Marisol Espinoza Cruz|Milton von Hesse La Serna|Neutro|2015-12
Medio Impreso|Diario El Popular|El Popular|Posible candidatura de Urresti genera disputas en Gana Perú|El ex ministro del Interior, Daniel Urresti, reiteró que está dispuesto a volver a ser candidato presidencial del Partido Nacionalista para el 2016 si su agrupación así lo decide. ""Si necesitan de un precandidato, yo estoy dispuesto"", expresó.|03/12/2015|819.2|301.45|0|10|Daniel Belizario Urresti Elera|Milton von Hesse La Serna|Neutro|2015-12
Medio Impreso|Perú 21|Perú 21|""Victor von Hesse no es nuestro candidato""|Entrevista a Fredy Otárola . La presencia de Milton von Hesse en los sondeos electorales bajo el rubro de “otros” parece haber desanimado al Partido Nacionalista a seguir adelante con su postulación. Sin nada oficial aun, Fredy Otárola, dirigente de la agrupación, asegura que el ex ministro es solo un precandidato como otros que nadie sabe quiénes son. (...) Eso será en el papel pero no en los hechos. El Partido Nacionalista parece más bien un grupo diezmado luego de casi cinco años de gobierno. Alan García presentó un plan de gobierno en Chamochumbi. (...) - ¿Temen perder la inscripción ante el Jurado Nacional? De ninguna manera. Por eso le digo que yo preferiría inicialmente, sin descartar alianzas, ir solos.|02/12/2015|10415.99|1119.86|0|14|Fredy Rolando Otárola Peñaranda|Milton von Hesse La Serna|Positivo|2015-12
Medio Impreso|La República|La República|Al final ya no te queda ni para el té-Augusto Álvarez Rodrich|Cambia el nombre, el partido y el momento, pero el resultado al final es el mismo: la agrupación política que deja la presidencia no logra en la siguiente elección ni para el té. Es lo que le va a ocurrir al Partido Nacionalista en la elección que viene, y la expresión más clara de ese destino es la renuncia de Milton von Hesse a la candidatura presidencial apenas seis semanas después de haber sido ungido en una ceremonia pública en la que se conmemoró un nuevo aniversario del ‘Locumbazo’. Cada caso tiene explicaciones distintas, pero eso fue lo que también le ocurrió a la economista y ex ministra Mercedes Aráoz cuando fue candidata del Apra al final del segundo gobierno de Alan García, en el año 2011, y a la empresaria Janet Emanuel cuando en el año 2006 se lanzó su postulación al final del gobierno de Perú Posible. Asimismo, en la elección del año 2001, el fujimorismo solo obtuvo tres curules, aunque eso tiene que ver con el colapso del gobierno en medio de los tremendos destapes de corrupción.|05/12/2015|1199.23|204.53|0|9|Augusto Álvarez Rodrich|Milton von Hesse La Serna|Neutro|2015-12
Web|Expreso|expreso.com.pe|Otárola: ""Von Hesse no es nuestro candidato""|Fredy Otárola, congresista nacionalista, señaló que el ex ministro de Vivienda, Milton von Hesse no es el candidato de su partido y que recién dentro de diez días, se estará convocando para elegir a quien los represente en las elecciones del 2016...Otárola señaló que von Hesse es precandidato y que solo lo invitaron a inscribirse. ""El partido democráticamente decidirá quién es el candidato, de otro forma hubiese sido dictadura"".|02/12/2015|52||0||Fredy Rolando Otárola Peñaranda|Milton von Hesse La Serna|Neutro|2015-12
Medio Impreso|Exitosa|Exitosa Diario|Se hunde precandidatura de Milton von Hesse|Fuentes nacionalistas consultadas indicaron a Diario Exitosa que Milton von Hesse ya habría tirado la toalla respecto a sus aspiraciones de llegar a ser candidato presidencial del partido dirigido por Nadine Heredia. Esta información confirmada por el congresista de Gana Perú Rubén Coa , quien a través de medios locales lamentó que el exministro de Vivienda haya desistido de participar en los comicios internos.|02/12/2015|1927.56|238.73|0|5|Rubén Coa Aguilar|Milton von Hesse La Serna|Neutro|2015-12
Web|Exitosa|exitosadiario.pe|Urresti se ofrece oficialmente como precandidato al Partido Nacionalista|El exministro Daniel Urresti emitió hoy una carta a la dirigencia del Partido Nacionalista, donde ratifica su disposición para retomar su precandidatura presidencial, con miras a las elecciones generales del 2016.. .En la misiva, Urresti manifiesta su pesar al saber que el extitular de Vivienda, Milton von Hesse, renunció a su precandidatura por motivos personales. Agrega que el proceso que se le sigue por la muerte del periodista Hugo Bustíos “ha dado un giro de 180 grados”, y augura que será declarado inocente.|05/12/2015|71.5||0||Daniel Belizario Urresti Elera|Milton von Hesse La Serna|Neutro|2015-12
Radio|RPP|La Rotativa del Aire (Primera Edición)|“El panorama del día” con Raúl Vargas (RPP)|En vivo. En “El panorama del día”, el director de noticias de RPP, Raúl Vargas, se pronunció sobre la decisión unánime de la Comisión de Educación del Congreso de la República de archivar el proyecto de ley que proponía prolongar el mandato de los rectores elegidos antes de la implementación de la nueva Ley Universitaria. Por otra parte, se refirió a la precandidatura por el Partido Nacionalista de Milton von Hesse y consideró que “es poco lo que puede esperar” en las elecciones generales. Asimismo, Raúl Vargas destacó que el fujimorismo ha cuestionado a Susana Villarán luego que la exalcaldesa de Lima en una entrevista lanzara sus críticas contra la lideresa de Fuerza Popular, Keiko Fujimori. Por otra parte, calificó de “interesante” que el candidato César Acuña Peralta, como buen norteño, recurra a la brujería y a la lectura de cartas.|01/12/2015|6424||584||Raúl Vargas Vega|Milton von Hesse La Serna|Neutro|2015-12
Televisión|Canal N|N Portada|Congresistas García Belaunde y Galarreta opinaron sobre movidas internas en Perú Posible y el Nacionalismo (Canal N)|El congresista Daniel Mora dijo que Alejandro Toledo no es el candidato idóneo para Perú Posible en las elecciones del 2016. .El congresista de Acción Popular Víctor Andrés García Belaunde señaló que los partidos políticos deben tener elecciones internas con más de un candidato. Respecto al proceso interno en Acción Popular, el legislador dijo ver a Alfredo Barnechea con mejores posibilidades de ser elegido candidato presidencial. .A su turno, el parlamentario Luis Galarreta comentó que Daniel Mora no ha dicho nada nuevo (sobre Toledo) pero también ha tenido la intención de ser el candidato de su partido a partir de haber logrado posicionamiento por el tema de la Ley Universitaria. Durante el diálogo, Galarreta mencionó la alianza que en la elección del 2006 reunió al PPC con Yehude Simon y César Acuña. .Sobre la candidatura de Milton von Hesse en el Partido Nacionalista, el congresista García Belaunde opinó que esa candidatura “nació muerta” y que mejor papel harían Daniel Abugattás o Ana Jara.|01/12/2015|11480||820||Víctor Andrés García Belaúnde|Milton von Hesse La Serna|Negativo|2015-12
Web|Expreso|expreso.com.pe|Descabezado - Alfonso Baella|Los reflectores electorales están sobre el candidato del partido nacionalista Milton von Hesse. Rumores no confirmados señalan que había renunciado a la candidatura presidencial por el partido de gobierno. Es más, se dice que Von Hesse estaría esperando la llegada del presidente Ollanta Humala de Francia, donde se encuentra asistiendo a la COP21, la conferencia sobre el cambio climático, para entregarle su carta de renuncia.|02/12/2015|52||0||Alfonso Baella Herrera|Milton von Hesse La Serna|Neutro|2015-12
Web|El Comercio|elcomercio.pe|Gana Perú niega que Von Hesse haya renunciado a precandidatura|El vocero de la bancada de Gana Perú, Hugo Carrillo, aseveró que el ex ministro de Vivienda Milton von Hesse continúa siendo precandidato de su agrupación. Esto, con miras a las Elecciones 2016.|01/12/2015|5994.53||0||Hugo Carrillo Cavero|Milton von Hesse La Serna|Positivo|2015-12
Televisión|RPP|Ampliación de Noticias - RPP|Fredy Otárola opina sobre posible reinscripción de precandidatura de Daniel Urresti (RPP TV)|Despacho. El congresista Fredy Otárola señaló que ya se ha demostrado que las denuncias contra Daniel Urresti fueron patrañas y ya el proceso en su contra se cayó. Consideró que Urresti Elera y Milton von Hesse serían dos precandidatos del nacionalismo que darían mucho que hablar.|02/12/2015|875.16||198||Fredy Rolando Otárola Peñaranda|Milton von Hesse La Serna|Neutro|2015-12
Medio Impreso|La República|La República|Cambio de guardia - Mirko Lauer|Milton von Hesse ha argumentado razones personales para dejar su precandidatura. Así, Ana Jara y Daniel Urresti vuelven a la carrera por la nominación nacionalista 2016. O a Von Hesse simplemente se le quitaron las ganas de seguir en ese huesero del 1% con poco apoyo oficial, o Palacio terminó por comprender que Von Hesse no daría el mínimo fuego necesario (...) A Urresti le fue mejor que a Von Hesse en las encuestas de este segundo semestre. Todavía en agosto pasado una encuesta Pulso Perú le daba 5%, un punto más que César Acuña y dos más que Alejandro Toledo. En octubre la cosa se volteó y Urresti pasó a un 3%. Quizás fue esa caída la que determinó su retiro de la competencia.|05/12/2015|1198.22|246.98|0|8|Mirko Lauer|Milton von Hesse La Serna|Neutro|2015-12
Web|Expreso|expreso.com.pe|Precandidatura presidencial de Von Hesse en picada|Fuentes nacionalistas indicaron que Milton Von Hesse ya habría desistido respecto a sus aspiraciones de llegar a ser el candidato presidencial del partido dirigido por Nadine Heredia.|02/12/2015|52||0||Rubén Coa Aguilar|Milton von Hesse La Serna|Neutro|2015-12
Medio Impreso|El Peruano|El Peruano|Von Hesse en carrera|El exministro de Vivienda Milton von Hesse continúa como precandidato del Partido Nacionalista con miras a las elecciones generales de 2016, afirmó el vocero de la bancada Nacionalista Gana Perú, Hugo Carrillo.|02/12/2015|403.68|48.34|0|4|Hugo Carrillo Cavero|Milton von Hesse La Serna|Positivo|2015-12
Medio Impreso|La Nación|La Nación|Urresti quiere|El otro loco Daniel Urresti quiere mandar una carta a la jefa Nadine Heredia para ser nuevamente precandidato presidencial. El loco dijo que ""En caso de que las bases y el partido así lo consideren, poniendo de antemano que Milton von Hesse es el candidato ideal, por las cosas que suceden requieren de mi presencia nuevamente, estaré presente, disponible"".|02/12/2015|269.79|51.91|0|2|Daniel Belizario Urresti Elera|Milton von Hesse La Serna|Positivo|2015-12
Web|Andina|andina.com.pe|Nacionalismo sabrá encontrar candidato que encarne política social|El Partido Nacionalista (PNP) sabrá encontrar un candidato idóneo, que genere consenso en la militancia y encarne la política social del Gobierno, sostuvo el parlamentario Josué Gutiérrez. (...) En declaraciones a la Agencia Andina, Gutiérrez lamentó que Milton von Hesse haya declinado como precandidato, y no descartó que Daniel Urresti pueda ser el abanderado del nacionalismo..|06/12/2015|98.6||0||Josue Manuel Gutiérrez Cóndor|Milton von Hesse La Serna|Neutro|2015-12
Radio|Exitosa|Exitosa Noticias|Entrevista al congresista Daniel Abugattás (Exitosa)|Entrevista. El congresista Daniel Abugattás comentó acerca de la renuncia de Milton von Hesse a la precandidatura del Partido Nacionalista. Señaló que el asunto no se trata de la obtención de algún tipo de ventaja para que él postule a la presidencia, ya que para ello se necesita una preparación adecuada. En otros temas, comentó acerca de la situación legal del expresidente de la FIFA Manuel Burga. En ese sentido, dijo que el tema se encuentra en manos de la Fiscalía. También , indicó que le indigna la frescura del señor Burga y del Poder Judicial para con el tema. .|03/12/2015|1459.08||772||Daniel Abugattás Majluf|Milton von Hesse La Serna|Neutro|2015-12
Medio Impreso|La Nación|La Nación|""Soy un militante con toda la intención de ser precandidato""|Entrevista a Daniel Urresti- -Milton van Hesse ya renunció a la precandidatura del Partido Nacionalista. ¿Usted volverá y ocupará su lugar? -Yo me he puesto a disposición del partido. Lo que va a suceder ahora es que con la renuncia de (Milton) vonn Hesse el CEN y la presidenta del partido (Nadine Heredia) se van a reunir y tomarán una decisión interna, Ellos son los que decidirán qué persona debe presentarse a las elecciones (...) -¿Cree usted que hizo una buena labor durante su gestión como ministro del Interior? -Es muy subjetivo calificar una gestión que fue tan amplia a nivel nacional.|04/12/2015|1527.48|231.67|0|5|Daniel Belizario Urresti Elera|Milton von Hesse La Serna|Positivo|2015-12
Web|Canal N|canaln.pe|Gana Perú aclara que Von Hesse sigue siendo el candidato oficialista|El vocero de la bancada Nacionalista Gana Perú, Hugo Carrillo, sostuvo hoy que el exministro de Vivienda Milton von Hesse continúa como precandidato de su partido con miras a las elecciones generales del 2016.|01/12/2015|104||0||Hugo Carrillo Cavero|Milton von Hesse La Serna|Positivo|2015-12
Radio|Radio San Borja|Agenda Central|Congresista Rubén Coa declara ante rumores de renuncia del precandidato nacionalista Milton von Hesse (San Borja)|Despacho. Ante los rumores de la renuncia del candidato del nacionalismo, Milton von Hesse, el congresista Ruben Coa sostuvo que además de él, cuentan con otras alternativas internas como los congresistas Ana Jara y Daniel Abugattas. Asimismo, reconoció que el partido no atraviesa su mejor momento político pues los ataques contra su lideresa afecta el estado de ánimo del partido.|01/12/2015|155.15||145||Rubén Coa Aguilar|Milton von Hesse La Serna|Neutro|2015-12
Medio Impreso|Correo|Correo|Solo ""por ahora""|Un cauteloso Hugo Carrillo, vocero nacionalista, señaló que “por ahora sigue siendo nuestro precandidato” a la Presidencia, cuando le consultaron sobre la renuncia de Von Hesse a la campaña. Solo faltaba que como Luis Enrique se pusiera a cantar: “Yo no sé mañana...”.|02/12/2015|1090.29|114.88|0|4|Hugo Carrillo Cavero|Milton von Hesse La Serna|Neutro|2015-12
Radio|Radio San Borja|San Borja Noticias -Tarde |Entrevista a Santiago Gastañadui, legislador de Gana Perú (San Borja)|Enlace telefónico: El legislador de Gana Perú, Santiago Gastañadui, confirmó que la Comisión de Fiscalización del Congreso rechazó por mayoría la moción presentada por el oficialismo para que Gustavo Rondón sea removido de la presidencia de ese grupo de trabajo. Anotó que Rondón fue respaldado por miembros del APRA y Fuerza Popular. Por otro lado, remarcó que hasta el día de hoy el precandidato del nacionalismo para las próximas elecciones es Milton von Hesse, pero remarcó que tienen otros cuadrados importantes como (Daniel) Urresti, (Daniel) Abugattás, (Ana) Jara, para presentarlos en los próximo comicios generales. .|02/12/2015|0||424||Santiago Gastañadui Ramírez|Milton von Hesse La Serna|Positivo|2015-12
Radio|Exitosa|Rosana Cueva en Exitosa|Comentarios de Fredy Otárola sobre Milton von Hesse (Exitosa)|Vía telefónica. El parlamentario Fredy Otárola informó acerca de la situación de Milton von Hesse en el Partido Nacionalista. Indicó que su retiro se respetaría de presentarse y si hasta la fecha no aparece en las encuestas sería porque él permanece como precandidato a la presidencia. Por otro lado, se refirió a las alianzas entre partidos.|02/12/2015|950.67||503||Fredy Rolando Otárola Peñaranda|Milton von Hesse La Serna|Neutro|2015-12
Radio|Exitosa|Milagros Leiva en Exitosa |Entrevista al congresista Teófilo Gamarra (Exitosa)|Enlace telefónico. Ante los rumores que señalan que Milton von Hesse ya no sería precandidato oficialista a las presidenciales, el congresista Nacionalista Teófilo Gamarra informó que hasta el momento el Partido Nacionalista no tiene un candidato y se está llevando a cabo el proceso a nivel nacional para elegir delegados para establecer una candidatura dentro de los plazos que establece la ONPE.|02/12/2015|1179.36||624||Teófilo Gamarra Saldívar|Milton von Hesse La Serna|Neutro|2015-12
Web|Andina|andina.com.pe|Partido Nacionalista elegirá candidato presidencial el 13 de diciembre|El Partido Nacionalista Peruano definirá su candidatura presidencial el próximo 13 de diciembre, con varias alternativas adicionales a la de Milton Von Hesse, indicó hoy el vocero de esa bancada parlamentaria, Hugo Carrillo...""Hay varias alternativas (además de Milton Von Hesse). Estoy hablando de los congresista (Fredy) Otárola, (Daniel) Abugattás, Ana Jara y por supuesto de la precandidatura de (Daniel) Urresti"", manifestó..|03/12/2015|98.6||0||Hugo Carrillo Cavero|Milton von Hesse La Serna|Neutro|2015-12
Televisión|Canal ATV Plus|ATV   QNoticias|Urresti se pronuncia tras renuncia de von Hesse como precandidato del nacionalismo (ATV+)|Vía telefónica. Daniel Urresti, exministro del Interior, comentó acerca del alejamiento de Milton von Hesse a la candidatura por el nacionalismo. Manifestó que tomó dicha decisión con bastante pena y dijo desconocer las razones. Posteriormente, señaló que tiene intenciones de presentarse, nuevamente, como precandidato del Partido Nacionalista. Sin embargo, la última palabra la tiene la presidenta del citado partido Nadine Heredia y el presidente Ollanta Humala|03/12/2015|2170||434||Daniel Belizario Urresti Elera|Milton von Hesse La Serna|Neutro|2015-12
Medio Impreso|Perú 21|Perú 21|Sin Candidato ( y sin tiempo) -Juan José Garrido|El vocero de Gana Perú, Hugo Carrillo, sostuvo ayer por la mañana que tenían hasta 5 precandidatos para las elecciones del 2016. Por la tarde teman solo 4; Von Hesse renunciaba a representados.(...) ""Pareciera que regresar a Urresti es, mas que una opción, una necesidad, pero los ’votos’de Urresti ya migraron a ’otros’y creo que a Acuña"".|04/12/2015|1747.87|204|0|4|Juan José Garrido|Milton von Hesse La Serna|Neutro|2015-12
Medio Impreso|Diario El Popular|El Popular|Posible candidatura de Urresti genera disputas en Gana Perú|El ex ministro del Interior, Daniel Urresti, reiteró que está dispuesto a volver a ser candidato presidencial del Partido Nacionalista para el 2016 si su agrupación así lo decide. ""Si necesitan de un precandidato, yo estoy dispuesto"", expresó.|03/12/2015|819.2|301.45|0|10|Ana Ethel Del Rosario Jara Velásquez|Milton von Hesse La Serna|Positivo|2015-12
Televisión|Canal N|De 6 a 9|Entrevista al congresista Hugo Carrillo sobre precandidaturas de Gana Perú (Canal N)|Entrevista. El congresista Hugo Carrillo sostuvo que Milton von Hesse sigue siendo precandidato del Partido Nacionalista y señaló que hay la posibilidad que existan otros precandidatos como Fredy Otárola, Daniel Abugattás, Ana Jara y Daniel Urresti. Agregó que el 13 de diciembre se decidirá quién será el candidato oficial de Gana Perú. En otro momento, el también vocero de la bancada oficialista sostuvo que le gustaría que en la plancha se encuentren Urresti, Von Hesse y Abugattás. De otro lado, se refirió acerca de su futuro político.|03/12/2015|11438||817||Hugo Carrillo Cavero|Milton von Hesse La Serna|Positivo|2015-12
