Tipo|Medio General|Medio Específico|Título|Resumen|Fecha Emisión|Valorización|Cm2|Duración|Página|Personajes|Candidatos 2016|Tono|Mes Emisión
Televisión|TV Perú|TV Perú Noticias Edición Matinal |Giovana Peña Flor analiza participación de candidatos en CADE2015 (Canal 7)|Entrevista. Giovana Peña Flor, analista político dio cuenta de la última encuesta difundido en Diario Uno, el día viernes, donde Keiko Fujimori tiene una intención de voto aprox. de 33%, Pedro Pablo Kuczynski con 15%, César Acuña con 11%, Alan García con 9% donde actualmente existe un 22% de indecisos que definirán la elección presidencial al 2016. Seguidamente, evaluó la participación de cada candidato en CADE2015, donde destacó el tecnicismo en sus propuestas de Pedro Pablo Kuczynski y la necesidad que tiene Keiko Fujimori de distanciarse del Gobierno de su padre que constituye su mayor activo y pasivo a la vez. .|06/12/2015|15538.75||943||Giovanna Peñaflor Guerra|Alan García Pérez|Neutro|2015-12
Web|Perú 21|peru21.pe|Ausencia cultural II, por David Flores-Hora [Opinión]|Continuando la reflexión de la semana pasada, vale la pena aclarar que ninguno de los documentos consultados es un plan oficial de gobierno. Sin embargo, dejan en claro el desinterés por vincular cultura con la política estatal...– Fuerza Popular (Keiko Fujimori). Cultura es lo más lejano para la hija del dictador. Resulta extraño que quien lidera las encuestas no tenga –a la fecha– ninguna propuesta (en economía, seguridad, lucha contra la corrupción, servicios públicos, etc.) que pueda difundir en su portal...– Partido Aprista Peruano (Alan García Pérez). Esta agrupación es la única –de las consultadas– que incluye en su portal un resumen de su plan de gobierno. Lamentablemente, es fechado en enero de 2010 y –obviamente– no hace alusión a políticas culturales.|12/12/2015|1874.83||0||David Flores Hora|Alan García Pérez|Negativo|2015-12
Televisión|Canal N|N Portada|Congresistas Abugattás y Salgado opinaron sobre anunciadas alianzas con miras a elecciones del 2016 (Canal N)|El Partido Aprista se aliará con el Partido Popular Cristiano y Vamos Perú para las elecciones del 2016. El líder aprista Alan García dijo querer que Lourdes Flores integre su plancha. Por su parte, Alianza Para el Progreso irá en alianza con Somos Perú y Restauración Nacional. .La congresista de Fuerza Popular Luz Salgado dijo que no hay objetivos programáticos e ideológicos que unan al Apra con el PPC y que la finalidad de esta última agrupación es salvar la valla electoral. Refiriéndose a la situación del Partido Nacionalista, la congresista fujimorista dijo que los ministros de Economía y Trabajo no se pronuncian ante la situación difícil en el plano económico..Por su parte, el congresista nacionalista Daniel Abugattás señaló que las alianzas políticas desinstitucionalizan la política. En otro momento, señaló que la alianza entre el PPC y el Apra consolidaría la posición de estos partidos como de “extrema derecha”. .Durante el diálogo, la congresista Luz Salgado se refirió a las conversaciones para alianzas que habría sostenido Somos Perú con Pedro Pablo Kuczynski y con César Acuña. También comentó que Lourdes Flores fue maltratada por Alan García y que a muchos pepecistas no les debe gustar la alianza que se anuncia. Por su parte, Abugattás afirmó que Keiko Fujimori se ha “robado” varias de las propuestas del plan de la Gran Transformación y añadió que César Acuña quedaría como el “candidato del pueblo”. Al final del diálogo se presentaron caricaturas políticas sobre César Acuña, Keiko Fujimori, Alan García, Alejandro Toledo.|11/12/2015|14224||1016||Luz Filomena Salgado Rubianes|Alan García Pérez|Neutro|2015-12
Radio|Capital|Mónica Delta|Tras la CADE:¿Los candidatos tienen planes de gobierno? (Capital)|Entrevista: Los economistas Andrés Escalante y Carlos Urrunaga comentaron la presentación de algunso candidatos presidenciales en la CADE 2015. Indican que Cesar Acuña se dirigió a sus votantes y no a los empresarios de la CADE a diferencia del resto, además aseguraron que los problemas del país fueron evadidos en la reunión de empresarios. Escalante comento que ningún postulante tuvo una visión realista de la seguridad ciudadana. Asimismo, Urrunaga mencionó que el ministro del Interior hizo un planteamiento interesante sobre el tema de la inseguridad y que hubieron temas como educación , el rol del Estado y la inversión en común entre todos los aspirantes. Además, valoró que Acuña, Keiko, Alan García y PPK involucren a la micro empresa al ámbito formal. El público comenta..|07/12/2015|7134.4||2080||Carlos Urrunaga|Alan García Pérez|Positivo|2015-12
Medio Impreso|Correo|Correo|¿Los candidatos se interesan por las regiones? - Jorge Esteves|Hace pocos días un grupo de periodistas de Correo Huancayo visitamos los anexos de Tallmas, Canchapalca, Racracalla, Puquián y Runatullo, en el distrito de Comas, Concepción, Junín. Entregamos regalos compartimos una chocolatada con los niños de estos pueblos altoandinos donde no hay comisarías ni puestos de salud. La presencia del Estado es casi inexistente y ningún candidato presidencial aparece por estos lares ni afiches. En estas zonas son más conocidos los gobernadores regionales actuales y los anteriores. Ellos son los referentes políticos para los pobladores. Quizás por esta razón, los cinco candidatos. de los seis que encabezan las encuestas. tienen en sus planchas presidenciales a exgobemadores. Necesitan nexos reales con esta población. ya que salvo Keíko Fujimori, los demás postulantes a Palado de Gobierno no tienen apoyo. Según la última encuesta de GFK, la candidata del fujimorismo tiene 33% de respaldo en las zonas rurales del país. Una abismal diferencia con Pedro Pablo Kuczynski, quien tiene 4%; César Acuña. quien cuenta con un 9 % y Alan García. quien llega al 2%.|24/12/2015|1157.24|121.64|0|15|Jorge Esteves Alfaro|Alan García Pérez|Positivo|2015-12
Web|La República|larepublica.pe|La cápsula de cianuro|Ingeniosas frases para la histeria política peruana:.El PPC ha firmado una alianza con la mafia. Daniel Urresti.|21/12/2015|1014.43||0||Augusto Álvarez Rodrich|Alan García Pérez|Neutro|2015-12
Televisión|Canal N|N Portada|Mulder niega uso de USMP para reunión política (Canal N)|Entrevista. Ántero Flores Aráoz, candidato a la presidencia por el partido Orden y a Roberto Chiabra, exministro de Defensa, se pronunciaron sobre el supuesto uso de la USMP para reunión política. Roberto Chiabra dijo que si los apristas son los que cuestionan a César Acuña por hacer uso de su universidad en la campaña deben tener más cautela al utilizar universidad también. A su vez, Ántero Flores Aráoz, dijo que es exagerado ya que una cosa es hacer una reunión y otra cosa es usar publicidad con recursos de la universidad.|28/12/2015|3864||276||Claude Maurice Mulder Bedoya|Alan García Pérez|Positivo|2015-12
Medio Impreso|La Nación|La Nación|Chinguel|Miguel Facundo Chinguel, principal acusado del caso llamado narcoindultos, declaró en audiencia del juicio oral de ese proceso (...) En Iínea con ello, Chinguel sostuvo que nunca recibió ninguna instrucción para hacer su trabajo de parte del otrora mandatario (Alan García).|04/12/2015|1142.64|216.23|0|4|Miguel Facundo Chinguel|Alan García Pérez|Positivo|2015-12
Medio Impreso|La Karibeña|Karibeña Diario|""Que Ollanta no se meta en la campaña""|El Jurado Electoral Especial Lima Centro 1 evalúa si el presidente Ollanta Humala vulneró la neutralidad electoral al atacar al expresidente preso Alberto Fujimori. En tanto, Lourdes Flores, de la plancha de Alan García, le recomendó que no se meta en la campaña porque cometió un exceso al llamar ""ladrón de marca mayor"" a Fujimori, padre de la aspirante presidencial Keiko Fujimori, de Fuerza Popular. Por su parte, Alan García ninguneó a Humala porque ""así hable o se mantenga en silencio no interfiere"".|26/12/2015|618.93|117.67|0|8|Ollanta Moisés Humala Tasso|Alan García Pérez|Negativo|2015-12
Medio Impreso|Exitosa|Exitosa Diario|""No somos un sancochado como dice Nadine, sino una buena receta""|Entrevista a Davidad Salazar Morote. Usted es un hombre que proviene de las regiones de Alan García se le acusó de tener un gobierno centralista. ¿Porque decidió acompañarlo?. Creo que habría que revisar las cifras, porque cuando asumí la región Apurímac prácticamente duplicamos la inversión respecto a la gestión pasada. No teníamos el problema de estar pidiendo la anuencia del Gobierno Central o del Ministerio de Economía para impulsar obras. ¿Eso es un ataque al señor Martín Vizcarra ex gobernador de Moquegua y candidato a vicepresidente por PPK?. Hay más de seis millones de personas quechua hablantes y hay que trabajar en el tema de la educación bilingüe intercultutal, eso no lo va a plantear el señor Vizcarra. En el caso del ex presidente regional de Moquegua, entiendo que es un empresario constructor.|21/12/2015|3603.43|482.28|0|4|David Salazar Morote|Alan García Pérez|Positivo|2015-12
Medio Impreso|Perú 21|Perú 21|Madre de Gerald Oropeza, sobre su preferencia electoral|“(A Alan García) Lo respeto y admiro, es un hombre capaz y merece estar en el poder”. Pilar López|10/12/2015|434.76|37.88|0|5|Pilar López de Oropeza|Alan García Pérez|Positivo|2015-12
Televisión|Willax|Desayunos de Correo |Entrevista al congresista Carlos Bruce, integrante de Peruanos por el Kambio (Willax)|ntrevista. El congresista Carlos Bruce, integrante de Peruanos por el Kambio (PPK), indicó que la alianza establecida entre el Apra y el PPC es para salvar su inscripción electoral y de paso les lava la cara ante las acusaciones que tendría Alan García. Además, sostuvo que ellos declinaron de hacer alianzas y buscar comodidades e intereses políticos y partidarios por encima del interés de la población. De otro lado, recomendó al mandatario Ollanta Humala no lanzar declaraciones en contra de Keiko Fujimori y Alan García porque parece una parcialización de una persona que debería mantener una posición neutral para garantizar las elecciones limpias.|14/12/2015|7760||970||Carlos Ricardo Bruce Montes De Oca|Alan García Pérez|Negativo|2015-12
Radio|RPP|La Rotativa del Aire (Primera Edición)|Lourdes Flores Nano se refirió a alianza PPC-Apra (RPP)|La lideresa del PPC, Lourdes Flores Nano, afirmó que la alianza PPC-Apra es una alianza con el pueblo creada para reivindicar la política en el país. Aseveró que no caerá en la oferta de quien da más respecto al aumento del sueldo mínimo. Flores Nano estuvo acompañada del expresidente Alan García y militantes apristas.|18/12/2015|1177||107||Lourdes Flores Nano|Alan García Pérez|Positivo|2015-12
Web|El Comercio|elcomercio.pe|Querido Papá Noel - Alfredo Bullard|Como se viene Navidad, esta es mi lista de regalos para el año 2016. Ojalá puedas traernos algunas de estas cosas.. (...) Una explicación para que PPK sustente por qué es buena la inversión de Petro-Perú en explotación petrolera.|19/12/2015|5994.53||0||Alfredo Bullard|Alan García Pérez|Negativo|2015-12
Televisión|RBC Satelital|Boca a Boca|Entrevista al periodista Jerónimo Centurión (RBC)|Entrevista. El periodista Jerónimo Centurión comentó sobre temas de coyuntura política. Indicó que el repunte de César Acuña en las encuestas se debe a la baja popularidad de Alejandro Toledo y de Alan García, a quien la gente ya no le cree. Asimismo, sostuvo que Keiko Fujimori es hoy por hoy la favorita para ganar las elecciones. Seguidamente, consideró que un outsider de izquierda tendría más oportunidades que un outsider de derecha.|01/12/2015|2327.32||701||Jerónimo Centurión|Alan García Pérez|Neutro|2015-12
Televisión|RPP|Ampliación de Noticias - RPP|Iván Vásquez comenta sobre alianza de Fuerza Loretana y el Apra (RPP TV)|Entrevista. El ex gobernador regional de Loreto, Iván Vásquez, recordó que su agrupación Fuerza Loretana en las elecciones del 2011 participó en alianza con Alejandro Toledo logrando que este candidato gane en su región. Aseveró que decidió unirse a la candidatura de Alan García porque tienen el compromiso del expresidente de ejecutar el proyecto del tren Iquitos-Yurimaguas. Vásquez sostuvo que la mayoría de los loretanos no estaban de acuerdo con que Petroperú opere en el Lote 192. Manifestó que la necesidad de su región es la conectividad y la energía eléctrica. Vásquez señaló que debe revisarse la descentralización porque para un gobernador regional es incómodo estar detrás de un ministro para lograr que la gestión que haces no demore tanto.|14/12/2015|4340.44||982||Iván Vásquez Valera|Alan García Pérez|Positivo|2015-12
Medio Impreso|Correo|Correo|Esta campaña recién empieza - Iván Slocovich Pardo|Los resultados de la encuesta presentada por GFK el domingo en La República dejan en dato que la campaña recién empieza y que nada está dicho, pues si bien Keiko Fujimori (32%) se mantiene sólida en la punta, el segundo lugar está casi casi empatado entre Pedro Pablo Kuczynski (9%), César Acuña (7%) y Alan García (6%), quienes tendrán que pensar mucho antes de hacer y decir algo, pues el pase a segunda vuelta podría estar para cualquiera de ellos. Tendría que suceder una debacle para que Keiko Fujimori no pase a la segunda vuelta. Es cierto que en nuestro país nunca se sabe. Recordemos que hace cinco años los punteros en diciembre del 2010 eran Alejandro Toledo y Luis Castañeda; y que Ollanta Humala aparecía quinto.|01/12/2015|1951.05|204.28|0|11|Iván Slocovich Pardo|Alan García Pérez|Neutro|2015-12
Medio Impreso|La Razón|La Razón|JNE cuadra a Humala: Debe dar el ejemplo|El presidente del Jurado Nacional de Elecciones (JNE), Francisco Távara, aclaró que el mandatario Ollanta Humala tiene la obligación de dar el ejemplo de respeto al principio de neutralidad en la campaña electoral. Este pronunciamiento se da luego de las críticas de políticos, candidatos y congresistas a las constantes declaraciones del presidente Ollanta Humala sobre los gobiernos de Alberto Fujimori y de Alan Garcia. (...) Además, el 17 de diciembre el presidente del Jurado Electoral Especial (JEE) de Lima Centro, Manuel Miranda Alcántara, informó que su institución envió un oficio a la Presidencia del Consejo de Ministros (PCM) para que los funcionarios del Estado se abstengan de hacer comentarios en torno a la campaña electoral del 2016. Además, informó que el caso del presunto uso indebido de universidades por parte del candidato presidencial César Acuña, será evaluado en audiencia pública por el Jurado Electoral Especial (JEE) Lima Centro I, la próxima semana.|30/12/2015|1845.33|241.65|0|5|Ollanta Moisés Humala Tasso|Alan García Pérez|Negativo|2015-12
Medio Impreso|Expreso|Expreso|""Sunedu está pintada frente a irregularidades de Acuña""|Entrevista a Luciana León. ¿La Sunedu le parece útil? En la práctica, la Sunedu no sirve para nada. Está pintada ante un candidato presidencial como Acuña que usa irregularmente fondos de su universidad para poner su cara en paneles gigantes. Algo parecido pasa con José Luna. En año y medio no han mejorado nada. Esa ley va a tener que mejorarse, porque hasta ahora lo único que ha creado es burocracia y desorden.|15/12/2015|4597.36|749.93|0|8|Luciana Milagros León Romero|Alan García Pérez|Positivo|2015-12
Televisión|RPP|RPP NOTICIAS - EDICIÓN NOCHE |Economistas analizan propuestas de candidatos en CADE (RPP TV)|Economistas analizan propuestas de Keiko Fujimori, Alejandro Toledo, César Acuña, Alan García y Pedro Pablo Kuczynski en CADE. Alejandro Indacochea y Juan José Marthanks coinciden en que no se explicó como se financiaran sus promesas.|07/12/2015|720.46||163||Alejandro Indacochea|Alan García Pérez|Negativo|2015-12
Televisión|Canal N|La Hora N|Entrevista a los analistas políticos Pedro Tenorio y Víctor Ponce (Canal N)|Entrevista. Pedro Tenorio y Víctor Ponce, analistas políticos, comentaron acerca de la carta emitida por Alberto Fujimori solicitando la incorporación a la lista congresal a parlamentarios como Luz Salgado, Martha Chávez, Luisa María Cuculiza, entre otros. Durante su intervención, Tenorio manifestó que la misiva da a entender que el que gobernará no es Fuerza Popular, sino el fujimorismo. Por su parte, Ponce señaló que en una eventual segunda vuelta entre Alan García y Keiko Fujomori ganaría García, ya que existe un antifujimorismo y una izquierda “Vargasllosiana”. A través de un enlace en vivo, la lideresa de Partido Lourdes Flores destacó la alianza con el Apra. Señaló que la misma pretende la generación de ideas renovadoras como el “canon comunal”. Estas declaraciones las emitió luego de la presentación de su libro “Economía Social de Mercado: presente, pasado y futuro”.|17/12/2015|17696||1264||Jaime de Althaus|Alan García Pérez|Neutro|2015-12
Medio Impreso|La Razón|La Razón|Benítez podría ir en lista nacionalista al Congreso|El parlamentario Heriberto Benítez dijo estar en conversaciones con el Partido Nacionalista para integrar su lista congresal. (...) Sin embargo, rechazó que las críticas y pedidos de investigación planteados en contra de los candidatos presidenciales Alan García Y Keiko Fujimori estén motivadas en su eventual postulación por el Partido Nacionalista.|12/12/2015|571.33|97.63|0|2|Heriberto Benítez Rivas|Alan García Pérez|Neutro|2015-12
Web|Expreso|expreso.com.pe|Llamado a Alan, PPK y Keiko - Luis García Miró Elguera|Salvo Alan García, los demás postulantes –quizá Pedro Pablo Kuczynski contribuya a menor escala- mantienen a tope una batería de lodo que disparan a toda hora contra aquel candidato al que consideran su principal rival, en este plebiscito poblacional para elegir a quien se encargará de cuidar la vida y hacienda de 30 millones de peruanos. La campaña, tal como está diseñada, se asemeja más a un juicio popular que a una votación democrática para escoger al estadista que necesita un país con crecientes problemas, como el nuestro.|21/12/2015|52||0||Luis García Miró Elguera|Alan García Pérez|Neutro|2015-12
Radio|RPP|RPP|Eliane Karp arremetió contra Keiko Fujimori, Pedro Pablo Kuczynski y Alan García (RPP)|Eliane Karp, esposa del expresidente Alejandro Toledo, aprovechó la aparición de una foto en su cuenta de Facebook para arremeter contra los candidatos presidenciales que compiten con el líder de Perú Posible para llegar al sillón presidencial en el 2016. En clara referencia a Keiko Fujimori, Pedro Pablo Kuczynski y Alan García, la exprimera dama califico de “japonesa”, “cuy gringo” y “el panzón” respectivamente a los candidatos.|27/12/2015|297||27||Eliane Karp Fernenbug|Alan García Pérez|Negativo|2015-12
Televisión|RPP|RPP NOTICIAS - EDICIÓN NOCHE |Economistas analizan propuestas de candidatos en CADE (RPP TV)|Economistas analizan propuestas de Keiko Fujimori, Alejandro Toledo, César Acuña, Alan García y Pedro Pablo Kuczynski en CADE. Alejandro Indacochea y Juan José Marthanks coinciden en que no se explicó como se financiaran sus promesas.|07/12/2015|720.46||163||Juan José Marthans |Alan García Pérez|Neutro|2015-12
Televisión|Canal N|La Hora N|Entrevista a los analistas políticos Pedro Tenorio y Víctor Ponce (Canal N)|Entrevista. Pedro Tenorio y Víctor Ponce, analistas políticos, comentaron acerca de la carta emitida por Alberto Fujimori solicitando la incorporación a la lista congresal a parlamentarios como Luz Salgado, Martha Chávez, Luisa María Cuculiza, entre otros. Durante su intervención, Tenorio manifestó que la misiva da a entender que el que gobernará no es Fuerza Popular, sino el fujimorismo. Por su parte, Ponce señaló que en una eventual segunda vuelta entre Alan García y Keiko Fujomori ganaría García, ya que existe un antifujimorismo y una izquierda “Vargasllosiana”. A través de un enlace en vivo, la lideresa de Partido Lourdes Flores destacó la alianza con el Apra. Señaló que la misma pretende la generación de ideas renovadoras como el “canon comunal”. Estas declaraciones las emitió luego de la presentación de su libro “Economía Social de Mercado: presente, pasado y futuro”.|17/12/2015|17696||1264||Víctor Andrés Ponce|Alan García Pérez|Positivo|2015-12
Medio Impreso|Diario Uno|Diario Uno|Congreso: tránsfugas e ineficacia|Periodo legislativo del 2015 sin reforma electoral ni Defensor del Pueblo, pero con ley a favor de Petroperú y retiro de aportes de las AFP a los 65 años, ambas bajo presión social. (...) El Congreso no solo se vio afectado por no aprobar las reformas que el país necesita.y el transfuguismo, sino por la interferenda del Poder Judicial ante pedido de personajes como Alan García que movió todas sus influencias en el sistema de justicia para impedir otra vez, que se le investigue. Recientemente el Congreso recibió una resolución judicial que excluyó al expresidente Alan García de las investigaciones que hizo la Megacomisión sobre irregularidades durante su segundo gobierno (2006-2011) principalmente en el caso de narcoindultos.|31/12/2015|11689.2|765.15|0|5|Sergio Fernando Tejada Galindo|Alan García Pérez|Negativo|2015-12
Medio Impreso|Diario Uno|Diario Uno|Chinguel condenado por narcoindultos, falta García|El Poder Judicial condenó a Facundo Chinguel a 13 años y 8 meses de prisión por asociación ilícita en el juicio por los narcoindultos y con ello ha confirmado ""la existencia de una organización criminal, que tenía una dimensión superior, por lo que la Fiscalía debe reabrir la investigación que se había iniciado contra el expresidente Alan García por esta misma causa"", aseguró el exprocurador Julio Arbizu. Arbizu dijo esperar que el fiscal de la Nación Pablo Sánchez inicie la investigación contra García y lamentó que en su momento los exfiscales José Peláez Bardales y Carlos Ramos Heredia, hayan salvado la cabeza del expresidente aprista al impedir que se le investigue pese a las evidencias.|15/12/2015|5090.15|533.37|0|4|Omar Quesada Martínez|Alan García Pérez|Positivo|2015-12
Medio Impreso|Perú 21|Perú 21|Lourdes Flores dice no al borrón y cuenta nueva|Lourdes Flores Nano, candidata a la primera vicepresidencia de la denominada Alianza Popular-conformada por el Apra y el Partido Popular Cristiano (PPC)- afirmó que en un probable gobierno de dicho bloque no habrá borrón y cuenta nueva respecto de la gestión gubernamental de Ollanta Humala. (...) En esa línea destacó la importancia de que se construya una opción de gobierno respaldada y controlada por dos partidos históricos. ""Eso es bueno. Alan García no ha tenido experiencia institucional con un partido que lo secunde y el PPC no ha ten ido la oportunidad de gobernar hasta ahora"", asintió.|20/12/2015|3624.26|423.14|0|6|Lourdes Flores Nano|Alan García Pérez|Positivo|2015-12
Web|La República|larepublica.pe|Eliane Karp lanza calificativos contra Keiko Fujimori y candidatos a la presidencia|Eliane Karp, esposa de Alejandro Toledo, candidato a la presidencia por Perú Posible, arremetió contra los otros postulantes, de cara a las elecciones generales 2016...A través de su cuenta de Facebook, la exprimera dama tuvo duros calificativos para Keiko Fujimori, Pedro Pablo Kuczynski y Alan García. Además, los retó a “un trote de 15 km. descalzos en la arena”.|28/12/2015|1014.43||0||Eliane Karp Fernenbug|Alan García Pérez|Negativo|2015-12
